ČÍSLO FAKTURY,IČO SPOLEČNOSTI,ČÁSTKA (V CELÝCH KČ)
190504,33828139,81515
190505,33828139,1959814
190506,05159822,2149084
190507,67821984,2736015
190508,67821984,2297163
190509,18539217,2129395
190510,9831829,2923748
190511,18539217,2136664
190512,33828139,1382254
190513,06230932,1815569
190514,18581928,-19161
190515,18539217,1274194
190516,92019399,2263911
190517,02838109,35565
190518,05159822,2775202
190519,05159822,2176774
190520,18539217,1036585
190521,67821984,2940651
190522,18581928,905841
190523,9831829,1821372
190524,67821984,1063856
190525,92019399,624253
190526,06230932,2246589
190527,01846359,1286774
190528,05159822,1927538
190529,9831829,2367749
190530,33828139,2879269
190531,02838109,2563857
190532,18539217,1999736
190533,9831829,2142973
190534,06230932,2639260
190535,05159822,166823
190536,9831829,991116
190537,02838109,1377269
190538,33828139,701118
190539,33828139,2009490
190540,9831829,563229
190541,92019399,821262
190542,9831829,2143790
190543,02838109,1834906
190544,18581928,2582133
190545,92019399,2103943
190546,9831829,661505
190547,92019399,306784
190548,01846359,2780616
190549,05159822,629685
190550,02838109,2444709
190551,33828139,2218117
190552,05159822,2235693
190553,9831829,2551906
190554,92019399,1352454
190555,18539217,2861004
190556,01846359,916808
190557,06230932,2997651
190558,05159822,1965147
190559,67821984,2713067
190560,67821984,974907
190561,33828139,1655075
190562,67821984,2397003
190563,02838109,1478245
190564,01846359,269153
190565,05159822,2593851
190566,05159822,1933956
190567,01846359,547255
190568,92019399,1853185
190569,92019399,2154534
190570,33828139,2308724
190571,9831829,2116932
190572,92019399,892500
190573,18581928,2355052
190574,05159822,303200
190575,9831829,489074
190576,9831829,1787894
190577,05159822,520220
190578,05159822,86727
190579,33828139,2190735
190580,92019399,1813002
190581,06230932,471445
190582,05159822,1771939
190583,05159822,762774
190584,05159822,297388
190585,9831829,1841248
190586,33828139,2463027
190587,01846359,526477
190588,9831829,339837
190589,67821984,94400
190590,05159822,1073894
190591,67821984,2693543
190592,06230932,2829188
190593,67821984,646072
190594,67821984,2305333
190595,18539217,576469
190596,02838109,253738
190597,18581928,2094593
190598,06230932,357871
190599,18539217,1795446
190600,9831829,2712318
190601,18581928,713613
190602,05159822,2519740
190603,18539217,570244
190604,05159822,1614121
190605,33828139,939065
190606,18581928,1357053
190607,02838109,2318813
190608,18581928,2700753
190609,18539217,2587815
190610,18539217,972436
190611,02838109,2942453
190612,18539217,1045486
190613,06230932,61553
190614,18539217,1571881
190615,18539217,2278010
190616,01846359,2413495
190617,18539217,483736
190618,01846359,1601640
190619,18581928,1443683
190620,33828139,202251
190621,33828139,910615
190622,18539217,1149766
190623,67821984,854051
190624,18581928,2715695
190625,18581928,1491550
190626,06230932,2002583
190627,18539217,580275
190628,33828139,-13362
190629,06230932,723888
190630,05159822,2321105
190631,92019399,1476778
190632,05159822,1259653
190633,02838109,1983363
190634,92019399,1022117
190635,9831829,2821313
190636,18539217,928491
190637,18539217,1554961
190638,33828139,2794141
190639,9831829,-9028
190640,33828139,776184
190641,18581928,1414115
190642,06230932,895062
190643,33828139,1959629
190644,33828139,1454097
190645,18581928,1949344
190646,9831829,665075
190647,92019399,1107826
190648,33828139,1317214
190649,9831829,2310429
190650,92019399,1852881
190651,06230932,2367689
190652,67821984,1445078
190653,33828139,1450925
190654,18539217,2988187
190655,18581928,2596668
190656,05159822,2130192
190657,06230932,2351563
190658,9831829,549114
190659,02838109,2478522
190660,18539217,2720612
190661,06230932,703538
190662,05159822,1212407
190663,06230932,2318749
190664,67821984,1358880
190665,33828139,245446
190666,67821984,778573
190667,02838109,2796320
190668,02838109,904900
190669,05159822,2218028
190670,05159822,956994
190671,18581928,1128394
190672,33828139,2278779
190673,67821984,21942
190674,05159822,-13393
190675,9831829,1192091
190676,33828139,1970519
190677,18581928,2965374
190678,18539217,955357
190679,01846359,2704675
190680,33828139,2683097
190681,06230932,173635
190682,67821984,1563538
190683,01846359,2805904
190684,18539217,2037092
190685,05159822,938355
190686,18581928,1800086
190687,18539217,2645345
190688,18581928,1881973
190689,01846359,2063318
190690,33828139,684452
190691,92019399,1761343
190692,02838109,2860258
190693,92019399,1318210
190694,18581928,190275
190695,18539217,2444751
190696,18581928,233758
190697,92019399,92209
190698,33828139,451469
190699,06230932,334209
190700,9831829,2431448
190701,18539217,24375
190702,05159822,1427619
190703,9831829,2261950
190704,02838109,291089
190705,9831829,2631777
190706,18539217,445115
190707,18539217,2062266
190708,02838109,10339
190709,92019399,914259
190710,18539217,997578
190711,33828139,2535321
190712,18539217,336135
190713,67821984,1178187
190714,67821984,72022
190715,18539217,611795
190716,9831829,1629809
190717,02838109,2255418
190718,18581928,1182321
190719,02838109,2589606
190720,33828139,993397
190721,06230932,1090149
190722,01846359,2348045
190723,06230932,2004432
190724,02838109,1843934
190725,18581928,1976602
190726,33828139,941937
190727,67821984,1701006
190728,06230932,2229076
190729,01846359,2919229
190730,67821984,2591808
190731,9831829,435789
190732,18581928,1283266
190733,18539217,2820921
190734,02838109,2725492
190735,67821984,398017
190736,92019399,2532889
190737,9831829,1574153
190738,02838109,334690
190739,05159822,378145
190740,02838109,1750602
190741,9831829,139395
190742,01846359,1253142
190743,18539217,1302190
190744,18581928,701057
190745,02838109,2392800
190746,02838109,2374164
190747,9831829,2080040
190748,01846359,2190629
190749,05159822,483258
190750,05159822,1769895
190751,33828139,1168124
190752,33828139,765689
190753,06230932,2982116
190754,18581928,884678
190755,02838109,58431
190756,01846359,2718967
190757,33828139,2113743
190758,92019399,1198076
190759,18539217,58621
190760,06230932,2299072
190761,02838109,185554
190762,33828139,1484264
190763,01846359,993312
190764,02838109,2631034
190765,02838109,56962
190766,01846359,2014805
190767,05159822,2592065
190768,33828139,1332935
190769,92019399,2582969
190770,33828139,431141
190771,01846359,1652803
190772,05159822,1665542
190773,67821984,2472638
190774,18539217,2590678
190775,01846359,2543596
190776,33828139,220089
190777,06230932,1368806
190778,02838109,351354
190779,06230932,1181386
190780,18539217,1693115
190781,33828139,1333973
190782,92019399,1500197
190783,67821984,1608377
190784,92019399,523192
190785,67821984,685763
190786,9831829,2841123
190787,02838109,417583
190788,67821984,1034967
190789,33828139,1415377
190790,02838109,2144675
190791,92019399,2269248
190792,05159822,310496
190793,18581928,2208376
190794,33828139,136962
190795,02838109,844831
190796,05159822,66433
190797,05159822,1077330
190798,05159822,421097
190799,33828139,1316049
190800,9831829,930754
190801,92019399,1919767
190802,33828139,2527119
190803,02838109,1303885
190804,33828139,1020709
190805,67821984,303144
190806,67821984,1567588
190807,18539217,233074
190808,9831829,699297
190809,18539217,2112637
190810,05159822,1887513
190811,92019399,1245504
190812,9831829,572735
190813,9831829,1464560
190814,01846359,421214
190815,06230932,1579903
190816,67821984,1091476
190817,67821984,2181754
190818,67821984,142912
190819,92019399,2318794
190820,06230932,845456
190821,05159822,1046660
190822,33828139,1867807
190823,33828139,947216
190824,33828139,1390204
190825,01846359,2455970
190826,9831829,2928811
190827,92019399,593133
190828,05159822,1892697
190829,9831829,2591813
190830,18539217,1324450
190831,02838109,2789270
190832,01846359,161827
190833,33828139,1069241
190834,05159822,270858
190835,06230932,1984923
190836,92019399,2538050
190837,18539217,1569129
190838,18539217,2002186
190839,18539217,1321045
190840,67821984,2793194
190841,06230932,-5857
190842,18539217,773469
190843,18539217,2502120
190844,02838109,384932
190845,05159822,2484627
190846,92019399,2427974
190847,92019399,1326874
190848,05159822,2536971
190849,67821984,1754581
190850,06230932,1801069
190851,06230932,1124356
190852,01846359,1595913
190853,05159822,966933
190854,01846359,105394
190855,67821984,705328
190856,18581928,1584233
190857,92019399,1242974
190858,33828139,2151161
190859,9831829,1888635
190860,67821984,2354262
190861,92019399,2078766
190862,01846359,301409
190863,33828139,2687681
190864,02838109,1351974
190865,33828139,2496391
190866,02838109,2729726
190867,92019399,1236630
190868,9831829,867788
190869,92019399,2319285
190870,67821984,1134172
190871,02838109,493369
190872,9831829,-14541
190873,33828139,2283679
190874,01846359,881118
190875,67821984,1795624
190876,67821984,1344795
190877,33828139,2509020
190878,33828139,2719276
190879,67821984,708702
190880,18581928,2481765
190881,67821984,1625132
190882,67821984,2610586
190883,67821984,457520
190884,92019399,1786657
190885,33828139,316272
190886,06230932,591852
190887,33828139,32257
190888,02838109,1322695
190889,33828139,743402
190890,05159822,65472
190891,01846359,2930554
190892,05159822,1289955
190893,33828139,386666
190894,05159822,2944680
190895,18539217,2332703
190896,01846359,2372430
190897,05159822,2126151
190898,02838109,990512
190899,67821984,964945
190900,18539217,1946372
190901,01846359,994218
190902,67821984,906493
190903,06230932,2779795
190904,01846359,2639956
190905,01846359,954041
190906,9831829,178480
190907,05159822,989118
190908,01846359,2469750
190909,02838109,2104798
190910,33828139,2138567
190911,18581928,1481532
190912,9831829,838776
190913,05159822,2672841
190914,9831829,1754463
190915,06230932,1824034
190916,05159822,2329227
190917,33828139,1403257
190918,9831829,1257667
190919,9831829,2018848
190920,92019399,2590174
190921,05159822,1842594
190922,06230932,1401649
190923,06230932,281210
190924,9831829,2371499
190925,92019399,2184999
190926,67821984,2859016
190927,18581928,306942
190928,9831829,525327
190929,06230932,154567
190930,18581928,1440625
190931,05159822,1088533
190932,67821984,2453514
190933,33828139,2897096
190934,92019399,1058081
190935,18539217,2409729
190936,06230932,1196776
190937,67821984,1958200
190938,92019399,2795270
190939,06230932,1783366
190940,33828139,1768374
190941,01846359,761539
190942,33828139,2606615
190943,02838109,2065092
190944,06230932,946808
190945,67821984,745332
190946,06230932,405210
190947,92019399,1688057
190948,92019399,2205854
190949,06230932,192143
190950,06230932,606325
190951,18539217,570510
190952,67821984,1837722
190953,18539217,1178727
190954,67821984,2992105
190955,02838109,232938
190956,9831829,160010
190957,18581928,371415
190958,33828139,2315822
190959,9831829,638278
190960,18539217,1952557
190961,67821984,2251174
190962,06230932,2616598
190963,01846359,2152713
190964,18581928,266156
190965,92019399,799889
190966,18539217,1248687
190967,05159822,54089
190968,18539217,1573843
190969,18539217,2358670
190970,06230932,2381562
190971,9831829,418163
190972,9831829,2086411
190973,06230932,2509960
190974,33828139,514911
190975,01846359,2917173
190976,18539217,823607
190977,05159822,1542682
190978,33828139,167964
190979,18539217,2504028
190980,92019399,1337310
190981,18539217,1858199
190982,33828139,1038873
190983,05159822,1389193
190984,9831829,344687
190985,18539217,2343591
190986,01846359,613782
190987,06230932,493720
190988,06230932,2868372
190989,9831829,112403
190990,9831829,1591440
190991,06230932,1242888
190992,67821984,1113261
190993,67821984,2129296
190994,92019399,2672661
190995,67821984,928751
190996,33828139,727345
190997,01846359,334697
190998,67821984,1667316
190999,02838109,2087922
191000,9831829,2080701
191001,05159822,60422
191002,67821984,507037
191003,9831829,1697067
191004,18581928,469396
191005,01846359,1356143
191006,33828139,2781128
191007,01846359,376817
191008,18539217,2047872
191009,01846359,827482
191010,01846359,2082555
191011,18581928,428523
191012,33828139,97769
191013,06230932,1967317
191014,9831829,2493658
191015,06230932,2979489
191016,06230932,698559
191017,05159822,1376495
191018,33828139,2802972
191019,06230932,2063504
191020,18539217,1004883
191021,01846359,2924767
191022,01846359,244103
191023,01846359,478479
191024,9831829,2754940
191025,18581928,280818
191026,05159822,829724
191027,05159822,597860
191028,01846359,744664
191029,02838109,2302332
191030,92019399,1017659
191031,67821984,2667361
191032,02838109,506975
191033,18539217,7354
191034,18581928,725192
191035,05159822,812192
191036,18539217,112279
191037,01846359,2912126
191038,67821984,2082016
191039,92019399,2412132
191040,18581928,488284
191041,9831829,580864
191042,9831829,1161519
191043,02838109,596207
191044,9831829,2279773
191045,67821984,1173323
191046,18539217,317489
191047,02838109,2442381
191048,92019399,2561369
191049,92019399,493432
191050,9831829,2801801
191051,9831829,2225021
191052,33828139,2455613
191053,05159822,1715437
191054,18539217,2034459
191055,92019399,786023
191056,06230932,882901
191057,18539217,747001
191058,18539217,77859
191059,33828139,232908
191060,9831829,101737
191061,67821984,354146
191062,02838109,1803374
191063,18539217,2519851
191064,67821984,678995
191065,18539217,426075
191066,02838109,2139678
191067,18581928,2590740
191068,9831829,2786111
191069,67821984,2720464
191070,18581928,1957365
191071,18539217,273192
191072,9831829,2102280
191073,18539217,960609
191074,02838109,2550465
191075,02838109,125634
191076,01846359,1288829
191077,92019399,2967651
191078,67821984,11911
191079,05159822,1318183
191080,18581928,2302648
191081,02838109,2474006
191082,01846359,690616
191083,05159822,2356101
191084,92019399,1683796
191085,18581928,2061336
191086,18581928,1396141
191087,9831829,2802733
191088,18581928,2401900
191089,06230932,1308150
191090,9831829,578373
191091,18581928,2694941
191092,01846359,226700
191093,18581928,973774
191094,06230932,1397256
191095,02838109,2951604
191096,9831829,630616
191097,9831829,1747619
191098,18581928,2169831
191099,67821984,134913
191100,05159822,605566
191101,67821984,714425
191102,9831829,1878751
191103,67821984,682921
191104,67821984,902409
191105,01846359,899230
191106,18539217,1054392
191107,18581928,1694681
191108,9831829,34705
191109,01846359,921518
191110,18539217,1890891
191111,01846359,2740278
191112,67821984,166515
191113,92019399,646337
191114,02838109,362777
191115,67821984,1725209
191116,67821984,2850595
191117,33828139,147201
191118,33828139,2364118
191119,9831829,1780030
191120,67821984,260333
191121,67821984,2022022
191122,18581928,58240
191123,02838109,172654
191124,06230932,1269137
191125,67821984,557540
191126,06230932,2074501
191127,92019399,112114
191128,9831829,721123
191129,67821984,1006987
191130,02838109,2187351
191131,9831829,2959560
191132,18539217,1076083
191133,67821984,1986510
191134,01846359,1378988
191135,02838109,1466309
191136,18581928,66616
191137,02838109,2091153
191138,18581928,710987
191139,01846359,656078
191140,18581928,2854421
191141,06230932,569536
191142,9831829,1526636
191143,92019399,2426143
191144,18539217,917776
191145,05159822,2531821
191146,33828139,431639
191147,18581928,733753
191148,01846359,2987444
191149,9831829,2443470
191150,18539217,2223673
191151,01846359,2641453
191152,18539217,874764
191153,18539217,2879096
191154,33828139,652519
191155,02838109,1603107
191156,05159822,1662748
191157,67821984,1584047
191158,18581928,86928
191159,18581928,1943858
191160,02838109,1004449
191161,92019399,193014
191162,02838109,661547
191163,01846359,2549972
191164,92019399,2449486
191165,01846359,989197
191166,33828139,2878890
191167,05159822,1878304
191168,06230932,1205309
191169,33828139,1959857
191170,01846359,1460141
191171,92019399,381591
191172,06230932,2900258
191173,92019399,701828
191174,01846359,1478745
191175,02838109,1607884
191176,18539217,2912827
191177,33828139,1923796
191178,02838109,707554
191179,05159822,2172488
191180,02838109,2956807
191181,92019399,2722562
191182,33828139,1015959
191183,05159822,1913599
191184,92019399,1588305
191185,9831829,2108784
191186,18581928,1861018
191187,18539217,2482384
191188,92019399,2267552
191189,9831829,1719403
191190,06230932,89246
191191,92019399,2582065
191192,9831829,2226616
191193,9831829,2888805
191194,01846359,1540935
191195,18581928,165929
191196,05159822,1313833
191197,92019399,1796148
191198,02838109,2232199
191199,33828139,2461159
191200,9831829,47948
191201,05159822,1359351
191202,06230932,2330766
191203,02838109,2280273
191204,18539217,-8365
191205,9831829,2995367
191206,18581928,2223192
191207,02838109,2128817
191208,33828139,1186290
191209,01846359,1015
191210,18539217,771757
191211,01846359,1732442
191212,92019399,1999844
191213,01846359,1882454
191214,18539217,549674
191215,05159822,868583
191216,06230932,1168284
191217,18539217,2452668
191218,02838109,1016666
191219,05159822,811489
191220,02838109,2119006
191221,02838109,467279
191222,67821984,2079813
191223,33828139,876038
191224,92019399,1600225
191225,92019399,2097668
191226,06230932,2571048
191227,67821984,672459
191228,18539217,1335770
191229,33828139,601305
191230,92019399,580689
191231,18581928,2553053
191232,33828139,445304
191233,01846359,2736216
191234,06230932,289129
191235,18539217,-7405
191236,67821984,611958
191237,01846359,1267436
191238,9831829,1239657
191239,33828139,1341755
191240,01846359,1785011
191241,18539217,1531072
191242,18581928,2087147
191243,33828139,1788003
191244,18581928,514961
191245,05159822,58415
191246,02838109,2745404
191247,06230932,621924
191248,02838109,1115102
191249,92019399,2656442
191250,05159822,1032063
191251,05159822,2043023
191252,9831829,494528
191253,67821984,632092
191254,01846359,1935442
191255,9831829,589051
191256,05159822,2813007
191257,33828139,828439
191258,05159822,485012
191259,18581928,1311411
191260,33828139,2666538
191261,9831829,2417438
191262,92019399,647187
191263,18539217,1614854
191264,33828139,2144878
191265,18539217,2005431
191266,06230932,2018130
191267,06230932,411934
191268,33828139,1692599
191269,01846359,1524081
191270,18581928,1267592
191271,92019399,970420
191272,18581928,1782561
191273,05159822,2291858
191274,92019399,85176
191275,18581928,1546182
191276,33828139,979441
191277,06230932,753462
191278,05159822,190110
191279,9831829,1097764
191280,67821984,380192
191281,9831829,2050907
191282,18581928,2988587
191283,01846359,1099825
191284,02838109,801330
191285,33828139,2149600
191286,18581928,190164
191287,18539217,1713967
191288,06230932,2654820
191289,92019399,2693333
191290,33828139,370265
191291,33828139,62885
191292,18539217,1465468
191293,67821984,35521
191294,05159822,1121460
191295,33828139,358542
191296,02838109,561820
191297,18539217,377741
191298,92019399,1325729
191299,18539217,1903888
191300,67821984,2550062
191301,92019399,977415
191302,18539217,665628
191303,06230932,371818
