ČÍSLO FAKTURY,IČO SPOLEČNOSTI,ČÁSTKA (V CELÝCH KČ)
160265,33828139,2173294
160266,33828139,1495466
160267,18581928,1318560
160268,9831829,45003
160269,18539217,101705
160270,05159822,2044516
160271,67821984,2637138
160272,92019399,2118698
160273,18539217,1577137
160274,05159822,1421868
160275,01846359,2089742
160276,05159822,2253335
160277,01846359,217214
160278,06230932,1493522
160279,18581928,2978872
160280,06230932,1967360
160281,33828139,1790521
160282,05159822,2968114
160283,02838109,2596958
160284,92019399,1038045
160285,92019399,2889307
160286,18581928,933232
160287,18581928,102186
160288,33828139,298755
160289,05159822,947487
160290,01846359,78358
160291,05159822,2067432
160292,9831829,940628
160293,06230932,1903139
160294,06230932,2930651
160295,02838109,2165192
160296,67821984,625010
160297,01846359,1705685
160298,92019399,1636494
160299,92019399,2230986
160300,02838109,1738443
160301,9831829,1556376
160302,18581928,865533
160303,92019399,2005560
160304,92019399,1956893
160305,05159822,792145
160306,01846359,2585198
160307,18581928,1280655
160308,18581928,2864520
160309,05159822,1744551
160310,02838109,2092120
160311,33828139,2000807
160312,92019399,60698
160313,18539217,736757
160314,18539217,2610530
160315,67821984,17422
160316,05159822,2615798
160317,33828139,1434245
160318,92019399,2384514
160319,9831829,2318705
160320,06230932,2076288
160321,18539217,574820
160322,06230932,1116837
160323,05159822,1716890
160324,33828139,-18797
160325,92019399,496168
160326,18581928,71451
160327,33828139,2481286
160328,01846359,2136601
160329,33828139,317306
160330,33828139,2349638
160331,18539217,187983
160332,18581928,454615
160333,18539217,1520967
160334,06230932,774327
160335,18539217,494994
160336,92019399,760534
160337,01846359,1906056
160338,18581928,643820
160339,02838109,1826796
160340,92019399,1213338
160341,02838109,1727429
160342,02838109,1934443
160343,33828139,458300
160344,92019399,2943192
160345,33828139,286644
160346,9831829,2621237
160347,01846359,2410388
160348,05159822,100533
160349,05159822,133018
160350,18581928,1647460
160351,18581928,1304664
160352,33828139,2299139
160353,06230932,2660789
160354,02838109,1163774
160355,18539217,2251602
160356,18539217,871831
160357,06230932,335631
160358,06230932,1198428
160359,06230932,1412628
160360,67821984,2539304
160361,67821984,2921534
160362,02838109,1190057
160363,92019399,2508770
160364,01846359,1637950
160365,92019399,746854
160366,18581928,617006
160367,67821984,1138363
160368,18539217,1487102
160369,18581928,1549647
160370,18581928,1896391
160371,06230932,2963769
160372,05159822,2651420
160373,02838109,1893795
160374,06230932,590569
160375,02838109,1019565
160376,67821984,1660331
160377,01846359,1343078
160378,67821984,430607
160379,02838109,2479499
160380,01846359,123680
160381,18539217,2851481
160382,92019399,1908905
160383,33828139,2757707
160384,18581928,186256
160385,02838109,1266598
160386,01846359,500760
160387,06230932,390465
160388,67821984,2913734
160389,05159822,1488638
160390,06230932,432913
160391,18581928,1119528
160392,18581928,549758
160393,18539217,1659587
160394,01846359,2217268
160395,18539217,2377013
160396,01846359,2755672
160397,05159822,2707855
160398,18539217,2803002
160399,02838109,618180
160400,05159822,2633231
160401,33828139,1321513
160402,02838109,1808842
160403,33828139,92311
160404,18581928,2430360
160405,33828139,2835351
160406,05159822,2185342
160407,01846359,519662
160408,18539217,1696216
160409,01846359,692943
160410,92019399,1750660
160411,92019399,2880229
160412,67821984,634820
160413,18539217,996582
160414,33828139,2329899
160415,9831829,272085
160416,02838109,627394
160417,18539217,2461858
160418,67821984,392355
160419,9831829,2056518
160420,06230932,2331328
160421,67821984,2470041
160422,05159822,1992851
160423,01846359,651930
160424,05159822,1074951
160425,02838109,691579
160426,18581928,-19450
160427,02838109,1214415
160428,06230932,1700514
160429,18539217,721203
160430,05159822,376123
160431,18539217,441134
160432,18539217,259503
160433,18539217,1245736
160434,92019399,2902888
160435,18581928,1658450
160436,18581928,375781
160437,18581928,979113
160438,9831829,1923174
160439,92019399,169636
160440,05159822,1297255
160441,06230932,1658598
160442,18539217,2429477
160443,05159822,1042070
160444,33828139,2985006
160445,67821984,365641
160446,01846359,2772201
160447,9831829,2383161
160448,9831829,1427582
160449,05159822,2087475
160450,67821984,1125370
160451,18581928,559036
160452,02838109,1915385
160453,33828139,2289079
160454,9831829,2125842
160455,18539217,1802679
160456,01846359,660046
160457,02838109,477459
160458,05159822,2496467
160459,67821984,377040
160460,18581928,2552737
160461,02838109,162875
160462,67821984,1965474
160463,01846359,2802844
160464,67821984,2448789
160465,18581928,1495999
160466,9831829,2337663
160467,01846359,1504832
160468,02838109,2534657
160469,02838109,2233253
160470,18581928,1105477
160471,05159822,1699220
160472,18539217,2091420
160473,9831829,-8533
160474,18581928,2173161
160475,02838109,1245486
160476,92019399,380421
160477,9831829,404797
160478,01846359,368501
160479,33828139,1320114
160480,9831829,2572321
160481,18539217,490992
160482,18539217,-15506
160483,05159822,1607034
160484,67821984,1819253
160485,06230932,1040040
160486,05159822,1058597
160487,67821984,2570311
160488,05159822,1057528
160489,9831829,2395786
160490,67821984,2713734
160491,9831829,2537517
160492,05159822,2511615
160493,67821984,2022485
160494,02838109,1268000
160495,92019399,2729239
160496,67821984,2929930
160497,33828139,2430199
160498,05159822,2806346
160499,06230932,2122192
160500,18581928,197221
160501,9831829,341091
160502,02838109,608106
160503,01846359,2487154
160504,06230932,2633235
160505,02838109,2581369
160506,18539217,1796785
160507,02838109,432970
160508,18581928,2412962
160509,01846359,1678949
160510,92019399,1096551
160511,9831829,815338
160512,18581928,1729145
160513,18539217,2171536
160514,67821984,1851278
160515,18539217,2990616
160516,92019399,264907
160517,01846359,1478353
160518,92019399,262176
160519,02838109,184576
160520,33828139,72949
160521,67821984,342085
160522,33828139,2212251
160523,06230932,2682777
160524,92019399,1346317
160525,67821984,1634863
160526,18539217,2283023
160527,05159822,1079874
160528,02838109,2460805
160529,67821984,542124
160530,05159822,1216695
160531,05159822,2141577
160532,67821984,2835878
160533,06230932,210194
160534,05159822,2380448
160535,92019399,89725
160536,33828139,1524855
160537,01846359,1284413
160538,18581928,545557
160539,01846359,1364328
160540,18581928,664423
160541,06230932,1167948
160542,9831829,72525
160543,01846359,1659308
160544,9831829,1512545
160545,92019399,2117747
160546,01846359,2660930
160547,92019399,1622782
160548,67821984,1354487
160549,9831829,974815
160550,01846359,483955
160551,67821984,1242066
160552,18539217,2394258
160553,05159822,2120808
160554,18539217,273560
160555,05159822,1051549
160556,9831829,1583398
160557,92019399,808578
160558,67821984,2796559
160559,05159822,2029118
160560,9831829,1989033
160561,01846359,421476
160562,18581928,1511984
160563,05159822,2450540
160564,67821984,1379234
160565,01846359,635295
160566,18539217,1745810
160567,18581928,1949151
160568,92019399,306739
160569,05159822,1017996
160570,18581928,2915973
160571,9831829,-6980
160572,18581928,61732
160573,18539217,1109350
160574,9831829,2481296
160575,01846359,2335583
160576,67821984,1476380
160577,02838109,255510
160578,18581928,2382515
160579,05159822,918662
160580,18581928,309489
160581,67821984,860246
160582,18539217,912915
160583,92019399,2100469
160584,01846359,727320
160585,18539217,694303
160586,92019399,2658984
160587,05159822,1219482
160588,92019399,2815784
160589,33828139,1473846
160590,33828139,339573
160591,06230932,2725323
160592,67821984,736092
160593,92019399,1019252
160594,01846359,499579
160595,18581928,1882807
160596,01846359,2852164
160597,18581928,383977
160598,67821984,1766088
160599,06230932,2420611
160600,92019399,2886828
160601,67821984,1639364
160602,18581928,957153
160603,05159822,2503315
160604,02838109,995070
160605,18539217,475527
160606,67821984,1615420
160607,06230932,874907
160608,18539217,1847657
160609,9831829,866611
160610,33828139,1394745
160611,67821984,1337323
160612,18581928,1554821
160613,01846359,2336009
160614,67821984,2380824
160615,33828139,1970772
160616,18581928,841320
160617,01846359,1804449
160618,18539217,874876
160619,33828139,2859249
160620,18581928,456955
160621,9831829,1503724
160622,05159822,1389981
160623,18581928,1347373
160624,33828139,489615
160625,92019399,2500343
160626,01846359,847927
160627,33828139,2445656
160628,05159822,-618
160629,18539217,711264
160630,02838109,1939866
160631,06230932,1383227
160632,02838109,1421602
160633,02838109,2060438
160634,92019399,1594686
160635,05159822,2773560
160636,18539217,1085203
160637,33828139,854216
160638,02838109,1035514
160639,01846359,2501247
160640,33828139,84640
160641,02838109,2989424
160642,06230932,1874912
160643,06230932,984844
160644,67821984,436554
160645,18581928,265024
160646,9831829,836142
160647,02838109,1040458
160648,18539217,2745679
160649,02838109,1204203
160650,06230932,2106249
160651,92019399,2409918
160652,02838109,1233914
160653,06230932,283154
160654,01846359,2468943
160655,9831829,815466
160656,9831829,1105811
160657,18581928,2641361
160658,92019399,2049821
160659,01846359,2605985
160660,9831829,1614755
160661,67821984,1530474
160662,05159822,1156960
160663,05159822,980335
160664,18539217,722100
160665,9831829,1160032
160666,67821984,856920
160667,18539217,159408
160668,18581928,2412413
160669,18539217,1287155
160670,18539217,1026787
160671,06230932,1846748
160672,05159822,992640
160673,92019399,2838143
160674,92019399,1708714
160675,92019399,2101313
160676,18539217,396341
160677,33828139,2037014
160678,02838109,2336732
160679,18539217,2900844
160680,02838109,2616978
160681,9831829,2483413
160682,67821984,924948
160683,02838109,2987648
160684,06230932,2231479
160685,18581928,2156807
160686,92019399,2737582
160687,18581928,1839882
160688,18581928,1337715
160689,18539217,777296
160690,06230932,686257
160691,05159822,437444
160692,05159822,482766
160693,18581928,310720
160694,67821984,2012310
160695,67821984,1857523
160696,02838109,2154712
160697,18539217,1305319
160698,9831829,957339
160699,67821984,2612588
160700,9831829,2555849
160701,18581928,1582664
160702,33828139,826927
160703,01846359,2681370
160704,67821984,1232310
160705,02838109,2673142
160706,92019399,1461697
160707,02838109,1079607
160708,9831829,637331
160709,9831829,1323818
160710,33828139,2232247
160711,02838109,1178287
160712,06230932,2871141
160713,33828139,1024037
160714,06230932,813920
160715,05159822,2651465
160716,92019399,2678722
160717,06230932,2215613
160718,9831829,1700490
160719,02838109,426910
160720,06230932,2560434
160721,06230932,646847
160722,92019399,1150524
160723,67821984,1203666
160724,9831829,2327388
160725,01846359,507263
160726,18581928,1769202
160727,05159822,2479539
160728,18581928,1019460
160729,18539217,2958101
160730,05159822,2971892
160731,06230932,1641537
160732,9831829,135338
160733,02838109,2939147
160734,06230932,2031315
160735,06230932,378629
160736,02838109,667583
160737,92019399,97959
160738,18539217,165020
160739,92019399,596860
160740,06230932,388784
160741,18539217,2151347
160742,92019399,1898327
160743,9831829,1880454
160744,05159822,1992996
160745,06230932,2334328
160746,9831829,987366
160747,02838109,2027379
160748,9831829,1076082
160749,02838109,2032904
160750,18539217,2199610
160751,01846359,401706
160752,06230932,137312
160753,05159822,2932828
160754,9831829,2760331
160755,05159822,499308
160756,9831829,1191914
160757,9831829,93347
160758,02838109,-14405
160759,18581928,1148168
160760,92019399,274913
160761,06230932,2910704
160762,18539217,1611284
160763,18581928,88594
160764,18539217,1721654
160765,01846359,731426
160766,18581928,1022464
160767,9831829,2422701
160768,02838109,2514305
160769,18581928,669969
160770,33828139,310638
160771,67821984,2401342
160772,01846359,2137818
160773,18581928,441962
160774,01846359,2608510
160775,18539217,112247
160776,02838109,203707
160777,02838109,570014
160778,92019399,2475321
160779,01846359,819149
160780,33828139,2588414
160781,06230932,2371399
160782,9831829,201200
160783,01846359,335282
160784,06230932,834194
160785,67821984,2203626
160786,02838109,2990576
160787,01846359,2180835
160788,05159822,1756045
160789,67821984,609217
160790,18539217,925756
160791,18539217,2605578
160792,92019399,2877853
160793,67821984,2793782
160794,18581928,1362443
160795,18539217,772542
160796,18581928,1737392
160797,18539217,2667317
160798,9831829,1688960
160799,06230932,1198380
160800,01846359,528388
160801,33828139,2624687
160802,18581928,1141591
160803,06230932,2380339
160804,02838109,360358
160805,18581928,2660784
160806,33828139,1617007
160807,18539217,1279518
160808,05159822,592755
160809,02838109,470005
160810,92019399,2398252
160811,9831829,620847
160812,05159822,2748561
160813,02838109,401063
160814,05159822,263426
160815,05159822,2129361
160816,06230932,2287611
160817,9831829,244074
160818,18539217,2903842
160819,05159822,2819224
160820,33828139,2558894
160821,18539217,1547078
160822,01846359,585339
160823,9831829,1441113
160824,9831829,2032782
160825,67821984,169723
160826,18539217,2926141
160827,67821984,835314
160828,02838109,1380500
160829,01846359,2848811
160830,9831829,714234
160831,05159822,2535269
160832,67821984,1997959
160833,01846359,978271
160834,02838109,793628
160835,06230932,1973053
160836,05159822,1049976
160837,67821984,1278419
160838,18581928,2966513
160839,06230932,107532
160840,02838109,2034750
160841,67821984,2303438
160842,02838109,48665
160843,33828139,55415
160844,9831829,2963232
160845,06230932,2437441
160846,33828139,105545
160847,18539217,286382
160848,06230932,70494
160849,18581928,2523218
160850,18581928,1598136
160851,9831829,1991446
160852,67821984,2759162
160853,92019399,621114
160854,9831829,2305184
160855,02838109,617639
160856,92019399,1456957
160857,18581928,2004711
160858,01846359,223139
160859,18581928,2852719
160860,01846359,1449928
160861,01846359,446370
160862,18539217,77849
160863,18581928,827361
160864,05159822,307412
160865,67821984,1712971
160866,02838109,906393
160867,33828139,121239
160868,01846359,1694324
160869,9831829,436488
160870,92019399,223116
160871,05159822,1646208
160872,33828139,498501
160873,18581928,2777693
160874,06230932,2802502
160875,01846359,552688
160876,02838109,2842299
160877,9831829,995371
160878,02838109,23355
160879,92019399,2710063
160880,9831829,213076
160881,01846359,665117
160882,67821984,686161
160883,9831829,169204
160884,18581928,1362865
160885,67821984,2888743
160886,06230932,219458
160887,18581928,1298169
160888,05159822,2359529
160889,05159822,2084040
160890,06230932,377364
160891,33828139,2276772
160892,02838109,1080387
160893,9831829,452027
160894,33828139,118074
160895,9831829,2871525
160896,18581928,2432855
160897,05159822,409499
160898,9831829,2300475
160899,9831829,2976897
160900,18539217,2304204
160901,33828139,1386546
160902,05159822,2082157
160903,67821984,2674808
160904,18539217,2516106
160905,9831829,2117281
160906,18581928,1235740
160907,01846359,1810549
160908,33828139,360651
160909,92019399,2182915
160910,02838109,1248908
160911,33828139,1085562
160912,06230932,2942408
160913,9831829,1993691
160914,18539217,1873838
160915,67821984,1890662
160916,05159822,223913
160917,92019399,436486
160918,9831829,2275589
160919,33828139,462878
160920,33828139,1285692
160921,06230932,1374015
160922,02838109,402576
160923,18539217,2984942
160924,92019399,1312026
160925,01846359,405395
160926,92019399,2678402
160927,92019399,1000810
160928,18581928,2752020
160929,9831829,1599262
160930,67821984,2957096
160931,06230932,492874
160932,06230932,572658
160933,18539217,1899700
160934,67821984,1441026
160935,18581928,2100762
160936,18581928,1889975
160937,18581928,2703471
160938,05159822,837015
160939,18539217,1557419
160940,18539217,2975231
160941,18539217,2594843
160942,18581928,1712921
160943,92019399,808812
160944,01846359,597211
160945,02838109,2535393
160946,01846359,778126
160947,92019399,726313
160948,67821984,210554
160949,01846359,1476456
160950,18539217,308593
160951,9831829,1001107
160952,18581928,51956
160953,67821984,2476667
160954,9831829,315426
160955,67821984,738915
160956,9831829,1934627
160957,05159822,915941
160958,06230932,10397
160959,01846359,2439969
160960,67821984,2232337
160961,02838109,1234133
160962,01846359,2978099
160963,33828139,1679147
160964,18539217,2341265
160965,33828139,1682138
160966,92019399,1557192
160967,05159822,562053
160968,02838109,1631292
160969,67821984,2710872
160970,67821984,1151393
160971,67821984,1148391
160972,05159822,-17963
160973,92019399,998910
160974,33828139,355617
160975,18539217,2911824
160976,18581928,1140796
160977,18581928,1997435
160978,18581928,1931162
160979,9831829,2024308
160980,18539217,1717026
160981,92019399,2953947
160982,18581928,1317532
160983,67821984,1606544
160984,18539217,1802257
160985,33828139,1408263
160986,9831829,2542143
160987,01846359,439391
160988,18539217,605440
160989,18581928,2888662
160990,02838109,2132610
160991,33828139,665213
160992,33828139,2969151
160993,9831829,1934166
160994,33828139,1086335
160995,9831829,1062401
160996,18581928,1105686
160997,18581928,1744285
160998,92019399,150692
160999,92019399,2945024
161000,9831829,845086
161001,05159822,262687
161002,9831829,2379631
161003,01846359,1658051
161004,05159822,1666547
161005,67821984,1666524
161006,33828139,1010486
161007,67821984,2301620
161008,67821984,2633870
161009,01846359,-4924
161010,05159822,1491929
161011,18539217,874967
161012,9831829,1566163
161013,33828139,281920
161014,33828139,745744
161015,9831829,1544822
161016,02838109,1192844
161017,06230932,1274756
161018,18539217,1573463
161019,02838109,131649
161020,18539217,1828700
161021,9831829,101178
161022,02838109,1181461
161023,18581928,1391599
161024,02838109,2489578
161025,18581928,1054613
161026,01846359,1627685
161027,02838109,2175120
161028,92019399,2440072
161029,9831829,2744662
161030,9831829,1880569
161031,67821984,1936662
161032,02838109,876219
161033,06230932,882825
161034,01846359,945216
161035,18581928,1760915
161036,92019399,45023
161037,18539217,1975553
161038,06230932,2521352
161039,9831829,289494
161040,92019399,2251397
161041,9831829,1582750
161042,02838109,1173835
161043,01846359,328831
161044,01846359,965607
161045,02838109,339733
161046,01846359,1580447
161047,18539217,823593
161048,33828139,592587
161049,18581928,1509998
161050,9831829,2495231
161051,67821984,2567790
161052,06230932,1467947
161053,02838109,2241298
161054,02838109,816051
161055,02838109,1062196
161056,02838109,1210354
161057,92019399,501791
161058,02838109,1037298
161059,18581928,76344
161060,18581928,1391297
161061,92019399,477371
161062,02838109,2436987
161063,05159822,2528443
161064,18539217,131331
161065,06230932,2624285
161066,67821984,976999
161067,05159822,669114
161068,05159822,2896028
161069,18581928,91502
161070,9831829,235801
161071,18539217,2427089
161072,18581928,273022
161073,92019399,2788256
161074,33828139,1326747
161075,06230932,993616
161076,33828139,1065107
161077,02838109,1603555
161078,18539217,153214
161079,33828139,2808987
161080,67821984,294457
161081,18581928,2221925
161082,9831829,2858605
161083,05159822,2404971
161084,33828139,1063043
161085,18539217,2678063
161086,18581928,254908
161087,92019399,2279243
161088,05159822,1382592
161089,18581928,2995220
161090,33828139,888664
161091,67821984,1328236
161092,67821984,2780918
161093,18581928,1313334
161094,67821984,1055753
161095,02838109,1182478
161096,05159822,23426
161097,06230932,1395269
161098,05159822,2489193
161099,33828139,201619
161100,05159822,894815
161101,9831829,949756
161102,67821984,1519852
161103,01846359,1531475
161104,06230932,1654226
161105,92019399,1420512
161106,02838109,2589456
161107,05159822,716427
161108,33828139,1800379
161109,06230932,1879573
161110,05159822,2734124
161111,18581928,2838051
161112,05159822,1773451
161113,33828139,392412
161114,01846359,279017
161115,18539217,2761034
161116,01846359,2783895
161117,05159822,2558986
161118,67821984,1317260
161119,01846359,2412425
161120,9831829,193012
161121,05159822,1125604
161122,9831829,750947
161123,9831829,1573298
161124,05159822,289995
161125,92019399,1637377
161126,18581928,2703687
161127,9831829,2421125
161128,92019399,921992
161129,18539217,1374928
161130,92019399,286663
161131,9831829,524722
161132,06230932,1204762
161133,01846359,2839971
161134,92019399,1242820
161135,01846359,952122
161136,9831829,2509768
161137,18581928,782332
161138,67821984,2935362
161139,67821984,2384134
161140,18539217,662941
161141,01846359,285527
161142,67821984,80232
161143,9831829,2341278
161144,18581928,1596936
161145,18581928,802575
161146,18539217,1484659
161147,9831829,1390874
161148,05159822,2607084
161149,33828139,2868007
161150,9831829,2548099
161151,67821984,48810
161152,18539217,1706912
161153,18581928,922551
161154,01846359,665666
161155,18539217,1480612
161156,06230932,2602251
161157,33828139,280372
161158,06230932,2344961
161159,18581928,2076978
161160,92019399,1502202
161161,92019399,2258629
161162,01846359,1266635
161163,18539217,1315150
161164,01846359,1814529
161165,06230932,546823
161166,33828139,604375
161167,67821984,564066
161168,33828139,1637996
161169,05159822,674866
161170,02838109,1678239
161171,9831829,2775711
161172,18581928,1176359
161173,05159822,1650640
161174,33828139,2749505
161175,67821984,388256
161176,05159822,2375250
161177,18539217,-17125
161178,06230932,2682983
161179,02838109,70918
161180,33828139,555982
161181,9831829,2321579
161182,92019399,983590
161183,9831829,2974656
161184,92019399,677440
161185,05159822,651032
161186,67821984,2363254
161187,05159822,2933339
161188,06230932,1526082
161189,67821984,1649378
161190,92019399,1790592
161191,01846359,2131542
161192,18539217,273819
161193,06230932,873594
161194,67821984,1554320
161195,05159822,326746
161196,02838109,1780536
161197,67821984,9381
161198,18581928,2402939
161199,18581928,855892
161200,05159822,2947576
161201,02838109,784226
161202,01846359,1815372
161203,01846359,2456776
161204,18539217,2854373
161205,33828139,2152268
161206,67821984,2170495
161207,92019399,213955
161208,9831829,2844585
161209,67821984,245689
161210,01846359,605815
161211,92019399,1975504
161212,05159822,121779
161213,18539217,2628075
161214,05159822,1242037
161215,02838109,2510119
161216,02838109,424685
161217,67821984,2998759
161218,06230932,1800103
161219,01846359,1443593
161220,67821984,1419542
161221,06230932,1676993
161222,67821984,1807283
161223,9831829,1363706
161224,01846359,2832662
161225,02838109,2122582
161226,02838109,1842851
161227,33828139,1595415
161228,33828139,2401715
161229,33828139,2363497
161230,06230932,268775
161231,01846359,1701771
161232,9831829,326171
161233,33828139,2105067
161234,01846359,2715129
161235,67821984,1680820
161236,01846359,2525810
161237,9831829,1693040
161238,06230932,2623780
161239,9831829,712794
161240,33828139,410037
161241,06230932,1068373
161242,05159822,2148629
161243,33828139,1383995
161244,33828139,215407
161245,01846359,1945800
161246,02838109,291991
161247,9831829,752104
161248,9831829,1433765
161249,02838109,533542
161250,92019399,593848
161251,01846359,1386165
161252,01846359,299660
161253,18581928,2390735
161254,05159822,659547
161255,05159822,2170479
161256,02838109,1311103
161257,33828139,1599589
161258,06230932,2560593
161259,02838109,2864075
161260,06230932,2112178
161261,9831829,71853
161262,18581928,1696204
161263,05159822,918515
161264,9831829,1556919
161265,01846359,2180236
161266,01846359,1729204
161267,01846359,378104
161268,05159822,2162749
161269,02838109,2551911
161270,9831829,2068036
161271,02838109,1155926
161272,9831829,321433
161273,33828139,2693562
161274,06230932,790398
161275,06230932,1604276
161276,01846359,2348667
161277,18581928,1646295
161278,06230932,516698
161279,9831829,892727
161280,18581928,965906
161281,67821984,2943412
161282,02838109,1873559
161283,18539217,1069013
161284,06230932,754340
161285,02838109,797145
161286,67821984,2087356
161287,92019399,1494804
161288,01846359,2493403
161289,01846359,875923
161290,67821984,749227
161291,18539217,2835948
161292,01846359,1430761
161293,18581928,1316152
161294,18581928,730587
161295,01846359,1364800
161296,9831829,291930
161297,92019399,820192
161298,18581928,1641009
161299,92019399,402659
161300,92019399,956962
