ČÍSLO FAKTURY,IČO SPOLEČNOSTI,ČÁSTKA (V CELÝCH KČ)
200113,92019399,708542
200114,18539217,2126413
200115,67821984,1620591
200116,01846359,2711012
200117,67821984,2669561
200118,33828139,2870798
200119,18539217,191697
200120,01846359,2795952
200121,18581928,2994501
200122,33828139,2876298
200123,92019399,396701
200124,05159822,1882261
200125,06230932,282412
200126,18581928,1398967
200127,67821984,447384
200128,92019399,2237920
200129,9831829,2448272
200130,05159822,1312837
200131,01846359,2206116
200132,01846359,276044
200133,02838109,2952242
200134,05159822,1503684
200135,02838109,2099916
200136,05159822,2198050
200137,01846359,1084322
200138,18581928,2518188
200139,02838109,1172521
200140,67821984,2068387
200141,33828139,595154
200142,18581928,1876024
200143,05159822,1890805
200144,33828139,466370
200145,67821984,2406426
200146,67821984,1308813
200147,05159822,1412142
200148,18539217,2983851
200149,01846359,2286898
200150,02838109,417640
200151,33828139,167693
200152,18581928,962353
200153,02838109,2102492
200154,06230932,2217668
200155,33828139,2122489
200156,33828139,2608157
200157,18581928,709170
200158,9831829,460222
200159,18581928,2637131
200160,67821984,42421
200161,92019399,823385
200162,05159822,377309
200163,06230932,2447326
200164,33828139,1181753
200165,02838109,431016
200166,67821984,1726950
200167,9831829,2771811
200168,02838109,1786329
200169,05159822,342851
200170,02838109,2047642
200171,01846359,580258
200172,05159822,2774905
200173,18581928,757811
200174,01846359,2993075
200175,18581928,1355472
200176,02838109,1713067
200177,92019399,1291274
200178,67821984,1353748
200179,02838109,672542
200180,02838109,2137573
200181,05159822,1100306
200182,02838109,566
200183,67821984,2755482
200184,9831829,885554
200185,01846359,1085482
200186,06230932,242140
200187,18581928,342993
200188,33828139,816956
200189,05159822,2767798
200190,06230932,550088
200191,33828139,2640571
200192,01846359,1133458
200193,01846359,2124340
200194,02838109,526888
200195,18539217,75249
200196,92019399,581405
200197,18581928,518233
200198,18581928,24794
200199,18581928,2439470
200200,33828139,2534326
200201,05159822,2395350
200202,02838109,1462033
200203,01846359,30114
200204,33828139,506175
200205,9831829,1856694
200206,67821984,428510
200207,67821984,2445627
200208,18581928,2864876
200209,67821984,1323744
200210,02838109,1061748
200211,18539217,268713
200212,01846359,586044
200213,05159822,1851916
200214,33828139,2318354
200215,18581928,391519
200216,01846359,740268
200217,01846359,647279
200218,33828139,25159
200219,02838109,2790208
200220,33828139,1658832
200221,05159822,774910
200222,02838109,1929937
200223,02838109,1041537
200224,67821984,2201406
200225,01846359,2105416
200226,33828139,2311987
200227,67821984,2432046
200228,05159822,816042
200229,18539217,1356134
200230,9831829,1091850
200231,18539217,2653592
200232,9831829,422500
200233,01846359,1865296
200234,02838109,1682472
200235,92019399,393851
200236,06230932,-3914
200237,01846359,2466335
200238,67821984,911401
200239,02838109,1124572
200240,01846359,2409182
200241,02838109,1655954
200242,67821984,801168
200243,05159822,1194121
200244,18539217,671571
200245,18581928,2012854
200246,67821984,1840024
200247,06230932,2825169
200248,02838109,544589
200249,06230932,11956
200250,06230932,2487865
200251,18581928,1887086
200252,9831829,823940
200253,67821984,325512
200254,02838109,2687740
200255,01846359,1097219
200256,18581928,2545613
200257,9831829,2195961
200258,02838109,227731
200259,01846359,615730
200260,02838109,492275
200261,33828139,1997900
200262,06230932,2844895
200263,33828139,991594
200264,06230932,1126831
200265,02838109,1203203
200266,02838109,469061
200267,92019399,2968344
200268,18539217,1729943
200269,06230932,1876693
200270,33828139,1250383
200271,92019399,2410499
200272,06230932,2649533
200273,92019399,2116051
200274,33828139,2097739
200275,33828139,322308
200276,33828139,2914738
200277,05159822,2154592
200278,9831829,2953608
200279,92019399,759469
200280,01846359,1660244
200281,33828139,2567563
200282,18539217,85805
200283,05159822,2438637
200284,33828139,2819008
200285,92019399,1009422
200286,33828139,1327567
200287,01846359,2315381
200288,67821984,2737988
200289,02838109,1606836
200290,05159822,1599485
200291,92019399,1448583
200292,67821984,2628388
200293,9831829,344945
200294,06230932,2301014
200295,06230932,1496520
200296,33828139,509112
200297,67821984,1445929
200298,67821984,1702801
200299,02838109,2280959
200300,67821984,1411621
200301,02838109,2173094
200302,06230932,243951
200303,01846359,2891825
200304,06230932,43378
200305,06230932,2956950
200306,33828139,1969053
200307,9831829,713609
200308,01846359,587964
200309,18539217,2307934
200310,18539217,985034
200311,02838109,2436065
200312,01846359,2118970
200313,18581928,1975540
200314,06230932,1445065
200315,01846359,1129278
200316,9831829,1447589
200317,05159822,2941594
200318,67821984,1131107
200319,02838109,790360
200320,18581928,1899806
200321,18539217,2115117
200322,92019399,155500
200323,01846359,1108275
200324,33828139,1148485
200325,9831829,1603882
200326,67821984,577005
200327,06230932,1112831
200328,06230932,107088
200329,02838109,2961354
200330,06230932,1659308
200331,02838109,1248416
200332,05159822,686936
200333,33828139,1002408
200334,18539217,2438714
200335,01846359,834350
200336,18581928,1443133
200337,92019399,225067
200338,06230932,1311480
200339,01846359,620186
200340,01846359,2523368
200341,9831829,1812742
200342,05159822,2295612
200343,02838109,1752958
200344,67821984,2980553
200345,67821984,2683246
200346,02838109,1508999
200347,05159822,1712994
200348,18581928,1387013
200349,18539217,2430737
200350,18539217,135223
200351,06230932,1440135
200352,02838109,692152
200353,01846359,538589
200354,33828139,170251
200355,06230932,2772694
200356,02838109,2261890
200357,05159822,1697799
200358,01846359,100615
200359,9831829,2465231
200360,02838109,2869065
200361,9831829,1498061
200362,05159822,295350
200363,92019399,946232
200364,01846359,672392
200365,01846359,603790
200366,01846359,116028
200367,9831829,690630
200368,18539217,1344483
200369,18539217,1336538
200370,05159822,1962200
200371,01846359,2327862
200372,06230932,2426289
200373,92019399,2277631
200374,9831829,2912275
200375,06230932,1706827
200376,67821984,1017738
200377,18539217,1178715
200378,02838109,2229920
200379,33828139,982894
200380,18539217,2564747
200381,18539217,2664927
200382,02838109,1855497
200383,02838109,529294
200384,18539217,1496631
200385,05159822,935865
200386,01846359,1348040
200387,92019399,510878
200388,33828139,2173644
200389,67821984,985360
200390,9831829,578057
200391,05159822,1522230
200392,18581928,2104017
200393,92019399,277891
200394,92019399,434302
200395,18539217,985308
200396,33828139,913658
200397,02838109,1523612
200398,9831829,1564915
200399,92019399,2182556
200400,18581928,783339
200401,06230932,1320979
200402,92019399,1115143
200403,06230932,233245
200404,92019399,2877267
200405,06230932,1172406
200406,01846359,2592039
200407,06230932,893130
200408,18539217,328216
200409,01846359,1847739
200410,18581928,2585207
200411,06230932,647852
200412,9831829,1437147
200413,06230932,1551211
200414,18539217,2301510
200415,18539217,792107
200416,01846359,2714316
200417,18539217,1465788
200418,92019399,2616805
200419,18539217,2190232
200420,92019399,820920
200421,18581928,1006398
200422,18581928,958333
200423,18539217,1610798
200424,18539217,2411611
200425,67821984,2127632
200426,02838109,1172430
200427,18539217,836034
200428,33828139,831085
200429,18581928,2234174
200430,18581928,2471936
200431,18539217,1734209
200432,18581928,396555
200433,06230932,920407
200434,06230932,2530914
200435,02838109,2781556
200436,18539217,2123830
200437,01846359,1933363
200438,01846359,605602
200439,02838109,470427
200440,33828139,1897106
200441,9831829,2546481
200442,02838109,265744
200443,67821984,2381071
200444,9831829,2229382
200445,05159822,1137647
200446,9831829,997475
200447,18581928,2574696
200448,33828139,729421
200449,05159822,1149085
200450,05159822,780395
200451,18539217,2283074
200452,02838109,2426134
200453,18581928,2691549
200454,18581928,2180223
200455,33828139,2891789
200456,33828139,1686448
200457,67821984,2012041
200458,67821984,2505735
200459,33828139,1779930
200460,18539217,1344580
200461,05159822,1624443
200462,18581928,1554486
200463,18539217,2676479
200464,01846359,2394456
200465,18581928,1466483
200466,18581928,408240
200467,9831829,2923665
200468,92019399,2442373
200469,33828139,788850
200470,01846359,2722137
200471,92019399,2788384
200472,33828139,1834903
200473,05159822,1623133
200474,33828139,2254016
200475,06230932,322800
200476,01846359,1800789
200477,18581928,2792782
200478,01846359,886180
200479,92019399,351978
200480,18581928,2560291
200481,9831829,2929394
200482,18581928,434491
200483,92019399,2040728
200484,67821984,1487549
200485,06230932,2997034
200486,02838109,2898349
200487,92019399,1055080
200488,92019399,1198460
200489,06230932,378159
200490,02838109,2377963
200491,9831829,2687594
200492,06230932,271788
200493,18581928,2946692
200494,92019399,1644968
200495,05159822,2474653
200496,06230932,588962
200497,67821984,2444098
200498,18581928,444660
200499,06230932,1722395
200500,67821984,1149544
200501,18539217,542078
200502,92019399,2922680
200503,06230932,355428
200504,9831829,2928671
200505,02838109,777227
200506,67821984,732653
200507,33828139,2479029
200508,18581928,1417381
200509,06230932,2786180
200510,01846359,2927692
200511,06230932,1704599
200512,9831829,1813664
200513,06230932,2939090
200514,92019399,2049747
200515,05159822,2808867
200516,02838109,2284870
200517,02838109,2567155
200518,18539217,2202011
200519,01846359,2113085
200520,92019399,1248168
200521,02838109,2792597
200522,01846359,1383266
200523,9831829,2436635
200524,02838109,2867683
200525,06230932,131824
200526,06230932,1439215
200527,9831829,1156815
200528,18539217,11424
200529,67821984,2675780
200530,01846359,660432
200531,02838109,567904
200532,9831829,1098547
200533,92019399,2044901
200534,18581928,647041
200535,18581928,516680
200536,9831829,2065056
200537,02838109,450701
200538,05159822,2571975
200539,9831829,1226553
200540,02838109,2916595
200541,9831829,647030
200542,67821984,1377823
200543,02838109,2285880
200544,06230932,795938
200545,67821984,389170
200546,05159822,2065714
200547,33828139,2374024
200548,92019399,2383493
200549,67821984,2892882
200550,06230932,1058320
200551,92019399,2908674
200552,18539217,796743
200553,9831829,2313172
200554,9831829,329885
200555,9831829,1393122
200556,33828139,2995381
200557,9831829,2919264
200558,18539217,1618836
200559,05159822,1105046
200560,67821984,948819
200561,18581928,1645476
200562,18581928,1229179
200563,05159822,1573255
200564,33828139,1723781
200565,18539217,754324
200566,05159822,1224671
200567,18581928,1490059
200568,02838109,2555449
200569,01846359,1761978
200570,33828139,1333428
200571,18539217,2799580
200572,02838109,2691956
200573,18539217,2177117
200574,01846359,2021104
200575,18539217,2992202
200576,92019399,871958
200577,02838109,1618295
200578,9831829,2911510
200579,06230932,1572028
200580,05159822,2581967
200581,33828139,1854050
200582,33828139,947242
200583,67821984,2864273
200584,02838109,1517500
200585,67821984,1963816
200586,9831829,1244740
200587,67821984,2337648
200588,18539217,1877287
200589,05159822,1677987
200590,05159822,2123986
200591,33828139,1537557
200592,18581928,355500
200593,18539217,890316
200594,33828139,2732630
200595,18539217,1234959
200596,18539217,2732770
200597,18539217,1410254
200598,18581928,1699443
200599,67821984,1668716
200600,06230932,2595756
200601,06230932,153561
200602,9831829,740293
200603,01846359,2063141
200604,9831829,2637729
200605,18581928,421860
200606,18539217,2907053
200607,33828139,2231791
200608,02838109,104610
200609,05159822,768515
200610,05159822,1185802
200611,02838109,197225
200612,01846359,221047
200613,05159822,804821
200614,9831829,580743
200615,18539217,1195493
200616,06230932,260478
200617,06230932,525487
200618,06230932,1347121
200619,92019399,1532614
200620,18581928,1423347
200621,01846359,2723724
200622,92019399,1124418
200623,18581928,1886242
200624,01846359,559446
200625,18581928,1198704
200626,18539217,2234029
200627,02838109,1266647
200628,06230932,2749372
200629,02838109,1720286
200630,33828139,2165995
200631,67821984,1409426
200632,02838109,943576
200633,18539217,2825911
200634,9831829,574052
200635,05159822,2435495
200636,05159822,1661654
200637,01846359,2992207
200638,18539217,2748747
200639,92019399,1361855
200640,9831829,673289
200641,92019399,964087
200642,18539217,-13810
200643,01846359,454313
200644,02838109,1428846
200645,18539217,558270
200646,05159822,1255901
200647,06230932,2931847
200648,02838109,2155185
200649,33828139,2511633
200650,33828139,2496673
200651,92019399,204381
200652,02838109,2430343
200653,02838109,1728489
200654,9831829,1466616
200655,18539217,785142
200656,67821984,2430879
200657,9831829,493535
200658,92019399,2197698
200659,18581928,590276
200660,33828139,1836197
200661,9831829,2555721
200662,67821984,2889135
200663,06230932,2639841
200664,67821984,868429
200665,9831829,447279
200666,9831829,1631079
200667,92019399,1653604
200668,06230932,1163087
200669,06230932,113603
200670,18539217,1468535
200671,67821984,2840641
200672,18539217,552529
200673,06230932,1239286
200674,33828139,711247
200675,02838109,2715723
200676,18539217,1929707
200677,9831829,2513305
200678,18581928,2165254
200679,67821984,677438
200680,9831829,1117491
200681,33828139,2831274
200682,05159822,166034
200683,18539217,644492
200684,18581928,2710027
200685,06230932,2907093
200686,92019399,945913
200687,18539217,364664
200688,92019399,257711
200689,9831829,2031880
200690,05159822,2168201
200691,9831829,1516296
200692,92019399,1144595
200693,92019399,593026
200694,33828139,2557247
200695,02838109,825842
200696,02838109,2110212
200697,18581928,2060291
200698,18539217,2840493
200699,02838109,1732354
200700,9831829,621518
200701,01846359,304734
200702,05159822,329866
200703,9831829,396840
200704,02838109,575123
200705,92019399,1369154
200706,06230932,2138666
200707,06230932,985189
200708,05159822,971899
200709,18539217,2252994
200710,01846359,1649244
200711,05159822,415579
200712,05159822,1039500
200713,92019399,566171
200714,9831829,2923175
200715,9831829,2720809
200716,05159822,1875598
200717,01846359,2208822
200718,9831829,2815744
200719,92019399,1487612
200720,02838109,251326
200721,01846359,1781402
200722,18539217,1187287
200723,01846359,1666108
200724,67821984,2610072
200725,02838109,1624046
200726,33828139,1644983
200727,33828139,394609
200728,18581928,1992440
200729,06230932,591020
200730,05159822,1613040
200731,33828139,496232
200732,06230932,2912355
200733,05159822,614471
200734,18581928,1764408
200735,18539217,1472619
200736,06230932,1475377
200737,18539217,902325
200738,92019399,475528
200739,02838109,2562819
200740,67821984,1559996
200741,02838109,2164001
200742,06230932,2396824
200743,33828139,2980489
200744,01846359,268297
200745,18539217,345278
200746,18581928,295619
200747,92019399,1401563
200748,18581928,70273
200749,9831829,2285859
200750,01846359,1123801
200751,9831829,1701765
200752,18539217,716703
200753,9831829,1145756
200754,18581928,2796147
200755,33828139,1019340
200756,33828139,1848990
200757,06230932,1444606
200758,67821984,1123621
200759,05159822,1195717
200760,18581928,1824465
200761,01846359,2241182
200762,18539217,1817923
200763,06230932,2494374
200764,67821984,1414452
200765,18581928,1172112
200766,18539217,791964
200767,9831829,1734823
200768,18539217,2581176
200769,92019399,2412227
200770,92019399,982571
200771,02838109,-3549
200772,67821984,1525560
200773,05159822,60353
200774,01846359,393118
200775,05159822,1615149
200776,05159822,2811732
200777,18581928,1198179
200778,01846359,1661961
200779,18539217,2226611
200780,02838109,823492
200781,33828139,1319308
200782,92019399,484851
200783,67821984,403334
200784,06230932,1136332
200785,18539217,-14281
200786,9831829,2460628
200787,18581928,390012
200788,18539217,2719162
200789,9831829,-17861
200790,18539217,2715315
200791,33828139,2724718
200792,9831829,2139820
200793,02838109,519121
200794,33828139,356119
200795,92019399,2908758
200796,33828139,1943878
200797,05159822,2233948
200798,02838109,749088
200799,01846359,1079809
200800,67821984,1093833
200801,33828139,1984663
200802,06230932,2537818
200803,67821984,1981143
200804,06230932,177972
200805,05159822,1662052
200806,67821984,1400709
200807,9831829,1230371
200808,18581928,1622916
200809,05159822,2116386
200810,92019399,1515221
200811,33828139,2830146
200812,33828139,740490
200813,9831829,34504
200814,18539217,134781
200815,18581928,355838
200816,92019399,59335
200817,33828139,944485
200818,18539217,1918310
200819,33828139,2445450
200820,18539217,209780
200821,18581928,91730
200822,67821984,2592312
200823,18581928,2904858
200824,05159822,1207896
200825,92019399,1241898
200826,18581928,1320409
200827,05159822,1342851
200828,18581928,9366
200829,18581928,915690
200830,02838109,1711638
200831,06230932,1430837
200832,01846359,920786
200833,92019399,1832961
200834,05159822,1173783
200835,9831829,2898014
200836,92019399,1471969
200837,02838109,1548656
200838,92019399,1553389
200839,67821984,700590
200840,33828139,1362521
200841,01846359,1710726
200842,18581928,386658
200843,18581928,1794470
200844,9831829,71174
200845,01846359,2579878
200846,18581928,2091519
200847,67821984,1280893
200848,67821984,221615
200849,01846359,1363300
200850,01846359,-8010
200851,67821984,1439559
200852,18539217,-11002
200853,06230932,2688850
200854,18581928,929640
200855,02838109,2102529
200856,18581928,2361650
200857,06230932,651810
200858,67821984,2315389
200859,9831829,1099113
200860,33828139,67241
200861,33828139,573625
200862,18539217,2696959
200863,92019399,1207276
200864,05159822,2945159
200865,33828139,216182
200866,33828139,1094970
200867,05159822,2455663
200868,92019399,1045376
200869,18539217,1666936
200870,33828139,2194159
200871,33828139,5777
200872,92019399,1666752
200873,9831829,1383601
200874,05159822,916144
200875,02838109,2179847
200876,01846359,1985126
200877,02838109,1051104
200878,18539217,2831204
200879,92019399,2995889
200880,92019399,277629
200881,9831829,724194
200882,02838109,1562625
200883,18539217,307796
200884,18581928,2328781
200885,33828139,1657860
200886,18581928,1115835
200887,01846359,453543
200888,9831829,1053999
200889,92019399,632432
200890,18539217,2862831
200891,18539217,2812030
200892,18581928,614011
200893,02838109,438301
200894,01846359,1769455
200895,05159822,2931795
200896,33828139,2144022
200897,18539217,1773705
200898,02838109,1942803
200899,92019399,1580544
200900,67821984,2147046
200901,92019399,1675827
200902,18581928,2663054
200903,02838109,1541327
200904,02838109,1939819
200905,18581928,1350899
200906,18581928,2697327
200907,18581928,1207431
200908,18539217,2794641
200909,18581928,744235
200910,9831829,2967971
200911,18581928,2585038
200912,33828139,192971
200913,9831829,1724358
200914,67821984,933054
200915,18539217,2457875
200916,18581928,2478853
200917,9831829,8642
200918,92019399,1489941
200919,06230932,1923117
200920,9831829,1503386
200921,18581928,2766926
200922,06230932,1831504
200923,67821984,2988934
200924,67821984,882861
200925,02838109,1007571
200926,33828139,718911
200927,18539217,2862668
200928,33828139,2207284
200929,92019399,2476942
200930,18581928,540277
200931,18539217,51648
200932,05159822,1870076
200933,67821984,1652019
200934,92019399,2327341
200935,67821984,2789096
200936,67821984,135114
200937,9831829,2314232
200938,9831829,1954482
200939,9831829,2638581
200940,67821984,227469
200941,18539217,2408416
200942,01846359,2888036
200943,06230932,863877
200944,18539217,2857604
200945,01846359,895853
200946,92019399,207802
200947,92019399,1790022
200948,02838109,455888
200949,33828139,449303
200950,06230932,1764059
200951,9831829,1682945
200952,67821984,1127378
200953,67821984,1019064
200954,18539217,1632832
200955,06230932,443949
200956,05159822,2638611
200957,67821984,533109
200958,18581928,2804515
200959,18539217,1177472
200960,67821984,295933
200961,33828139,1196910
200962,9831829,151298
200963,05159822,1569193
200964,06230932,2623247
200965,67821984,1356677
200966,01846359,1124052
200967,02838109,2192384
200968,01846359,1682338
200969,02838109,565880
200970,18581928,1693173
200971,33828139,1954374
200972,92019399,2668080
200973,01846359,588385
200974,01846359,1346699
200975,18581928,131494
200976,05159822,1602341
200977,01846359,2793073
200978,67821984,655000
200979,02838109,2903886
200980,06230932,706034
200981,9831829,2029611
200982,33828139,2254672
200983,18539217,634480
200984,18539217,1187211
200985,92019399,2453077
200986,92019399,881588
200987,9831829,2051650
200988,18581928,2384165
200989,06230932,1845611
200990,18581928,238575
200991,92019399,2059871
200992,01846359,2345004
200993,18581928,2491487
200994,33828139,1944336
200995,01846359,2767490
200996,9831829,1949225
200997,06230932,2952215
200998,06230932,1282489
200999,33828139,726070
201000,01846359,942237
201001,18581928,1764415
201002,01846359,1262135
201003,02838109,302968
201004,06230932,1058752
201005,9831829,1744504
201006,06230932,359276
201007,9831829,1012627
201008,05159822,695278
201009,01846359,1787121
201010,01846359,1608276
201011,18539217,227138
201012,06230932,164353
201013,06230932,2587183
201014,05159822,1668551
201015,67821984,2217706
201016,06230932,711204
201017,33828139,954789
201018,18581928,2987239
201019,92019399,2974965
201020,05159822,2280170
201021,18539217,2962940
201022,92019399,2051524
201023,18539217,1245117
201024,18581928,2375372
201025,92019399,736597
201026,06230932,1154824
201027,05159822,1807499
201028,06230932,2980669
201029,02838109,2808216
201030,05159822,2749306
201031,92019399,73112
201032,67821984,658484
201033,02838109,248026
201034,06230932,2405194
201035,9831829,1767916
201036,33828139,1538120
201037,02838109,2269249
201038,9831829,832482
201039,67821984,2035606
201040,02838109,1507372
201041,9831829,118588
201042,67821984,1070056
201043,33828139,181169
201044,01846359,284181
201045,06230932,1071689
201046,06230932,111300
201047,18539217,2538248
201048,9831829,2628253
201049,02838109,995272
201050,05159822,905288
201051,02838109,2817473
201052,92019399,2238797
201053,05159822,566471
201054,01846359,1355094
201055,9831829,851795
201056,33828139,793594
201057,18581928,816414
201058,18581928,1953221
201059,9831829,567233
201060,01846359,445339
201061,92019399,1196019
201062,92019399,2714307
201063,01846359,1976462
201064,9831829,2486667
201065,06230932,1861894
201066,9831829,1899154
201067,67821984,242392
201068,33828139,1255281
201069,18539217,982377
201070,67821984,2460964
201071,92019399,1835266
201072,18539217,1921278
201073,33828139,1787333
201074,33828139,1127684
201075,67821984,377984
201076,92019399,2069694
201077,33828139,2198200
201078,02838109,1269898
201079,05159822,313015
201080,02838109,1374782
201081,33828139,2830082
201082,33828139,1770604
201083,18539217,1154688
201084,18581928,2796916
201085,18581928,1759989
201086,18539217,1788729
201087,18581928,2907330
201088,18581928,1181464
201089,01846359,2059667
201090,18539217,2768600
201091,05159822,45395
201092,01846359,383851
201093,18539217,1657373
201094,9831829,1499938
201095,05159822,447478
201096,33828139,1713958
201097,92019399,1566108
201098,92019399,454541
201099,92019399,2439292
201100,02838109,674365
201101,02838109,1032195
201102,18539217,248323
201103,18539217,1185264
201104,02838109,1905717
201105,02838109,2158209
201106,01846359,2062325
201107,33828139,711019
201108,06230932,1523498
201109,01846359,2355378
201110,18539217,1655528
201111,18539217,1677441
201112,18581928,2802113
201113,02838109,1702913
201114,02838109,1437918
201115,05159822,144952
201116,18539217,2100815
201117,9831829,203178
201118,01846359,1840101
201119,01846359,615459
201120,06230932,160645
201121,05159822,2016937
201122,18581928,2228443
201123,05159822,475291
201124,01846359,2760994
201125,92019399,2301064
201126,33828139,79561
201127,9831829,1447254
201128,9831829,596410
201129,18539217,979373
201130,67821984,593886
201131,92019399,1266484
201132,92019399,94571
201133,05159822,584018
201134,01846359,1815037
201135,9831829,114243
201136,02838109,1348272
201137,01846359,1325422
201138,18539217,138492
201139,33828139,561752
201140,18581928,781207
201141,18539217,2146512
201142,9831829,2294999
201143,18539217,900613
201144,33828139,577338
201145,9831829,280021
201146,05159822,796311
201147,33828139,1677032
201148,06230932,1389517
201149,33828139,1296653
201150,18581928,1372409
201151,02838109,1318821
201152,05159822,1292287
201153,02838109,2532737
201154,92019399,2356021
201155,06230932,381917
201156,67821984,1281496
201157,06230932,2838962
201158,01846359,2693354
201159,18581928,1141659
201160,92019399,2574202
201161,06230932,2814237
201162,02838109,2593618
201163,18581928,1403506
201164,02838109,1182803
201165,06230932,471765
201166,18539217,537311
201167,18539217,2307508
201168,9831829,1625743
201169,18581928,1328024
201170,9831829,117955
201171,9831829,1024417
201172,01846359,2697781
201173,9831829,1724470
201174,02838109,24812
201175,9831829,2995298
201176,01846359,2917937
201177,18539217,2482282
201178,06230932,273041
201179,33828139,59139
201180,06230932,2054317
201181,02838109,1810701
201182,9831829,2926645
201183,9831829,1260527
201184,67821984,1348237
201185,02838109,2517947
201186,05159822,2275308
201187,92019399,2094607
201188,05159822,1860707
201189,92019399,69484
201190,9831829,191711
201191,33828139,1092642
201192,02838109,1563847
201193,18539217,557311
201194,05159822,2856725
201195,02838109,1166495
201196,18539217,249102
201197,18539217,2250930
201198,01846359,372249
201199,33828139,294754
201200,67821984,2490813
201201,01846359,1098327
201202,02838109,454295
201203,18539217,1392241
201204,18581928,783434
201205,67821984,2393322
201206,92019399,406610
201207,9831829,667060
201208,18581928,2418341
201209,67821984,41181
201210,01846359,425651
201211,06230932,2540084
201212,06230932,2215954
201213,06230932,455023
201214,05159822,2535836
201215,33828139,1142106
201216,92019399,1956553
201217,18581928,2346150
201218,06230932,2152295
201219,92019399,874710
201220,33828139,1537407
201221,67821984,2215864
201222,18539217,1161103
201223,18581928,112529
201224,18581928,1102766
201225,92019399,1874052
201226,06230932,2872022
201227,33828139,530697
201228,67821984,43532
201229,06230932,1821736
201230,92019399,2665757
201231,92019399,1225442
201232,67821984,1255784
201233,18539217,1607393
201234,67821984,439575
201235,02838109,192146
201236,05159822,2732910
201237,9831829,594229
201238,33828139,2571180
201239,9831829,899786
201240,01846359,633748
201241,05159822,1572348
201242,92019399,1224901
201243,18581928,413241
201244,9831829,1040497
201245,18539217,2577234
201246,67821984,581322
201247,67821984,1524232
201248,05159822,621834
201249,01846359,2353617
201250,01846359,186078
201251,06230932,789116
201252,33828139,765533
201253,67821984,828957
201254,06230932,2266043
201255,33828139,310313
201256,01846359,852462
201257,18539217,2911022
201258,92019399,1164844
201259,92019399,942276
201260,06230932,822431
201261,06230932,252476
201262,67821984,1595106
201263,05159822,1491068
201264,67821984,2927972
201265,92019399,767738
201266,05159822,1172637
201267,02838109,1332373
201268,05159822,2004485
201269,18539217,1910230
201270,92019399,2090880
201271,01846359,595667
201272,01846359,1880249
201273,05159822,1219268
201274,02838109,358040
201275,33828139,2703321
201276,33828139,2610958
201277,9831829,2853253
201278,67821984,1015425
201279,01846359,1573820
201280,18539217,923358
201281,18539217,525791
201282,18581928,2667988
201283,06230932,1590177
201284,06230932,1560683
201285,06230932,1401273
201286,18539217,1352789
201287,33828139,1124497
201288,9831829,792620
201289,18581928,1967432
201290,06230932,1665737
201291,01846359,2278268
201292,18581928,492964
201293,01846359,69161
201294,9831829,1826363
201295,33828139,68293
201296,05159822,2284636
201297,18581928,1669508
201298,33828139,2729061
201299,18539217,1816546
201300,18539217,1718634
