ČÍSLO FAKTURY,IČO SPOLEČNOSTI,ČÁSTKA (V CELÝCH KČ)
170114,33828139,1460524
170115,18581928,1550844
170116,02838109,2306828
170117,33828139,1824951
170118,9831829,1433092
170119,06230932,1949858
170120,18581928,2467851
170121,33828139,888978
170123,01846359,2707882
170124,18539217,672787
170125,01846359,631027
170126,9831829,1499819
170127,18539217,2512369
170128,05159822,2093938
170129,18539217,2527565
170130,05159822,166103
170131,92019399,1516554
170132,18539217,389290
170133,92019399,2195847
170134,06230932,285129
170135,02838109,1209871
170136,92019399,1361352
170137,92019399,786175
170138,67821984,1875583
170139,06230932,940816
170140,9831829,2734704
170141,18539217,78203
170142,33828139,1913127
170143,18581928,1258491
170144,02838109,2108081
170145,18539217,2883284
170146,33828139,730441
170147,9831829,1236851
170148,18539217,1551290
170149,18539217,959286
170150,18539217,2400159
170151,9831829,338890
170152,02838109,2000382
170153,05159822,432083
170154,18581928,2413570
170155,33828139,384356
170156,06230932,2740670
170157,05159822,2703017
170158,67821984,1617758
170159,06230932,2286476
170160,01846359,167985
170161,33828139,673498
170162,18581928,2956456
170163,9831829,1232478
170164,33828139,2895627
170165,05159822,1842308
170166,06230932,6846
170167,33828139,2541254
170168,06230932,259449
170169,02838109,2193301
170170,02838109,2971184
170171,01846359,1322645
170172,67821984,1047322
170173,18581928,1886240
170174,18581928,1483703
170175,01846359,126949
170176,18581928,2400289
170177,06230932,978831
170178,18581928,2061112
170179,33828139,1746413
170180,01846359,2391288
170181,18581928,1922281
170182,9831829,2313097
170183,67821984,1759514
170184,01846359,1393143
170185,92019399,2081009
170186,18539217,1094737
170187,06230932,1945038
170188,02838109,828160
170189,02838109,1632909
170190,18539217,1831442
170191,06230932,656313
170192,18581928,40394
170193,67821984,2988803
170194,33828139,1525489
170195,92019399,36493
170196,67821984,775106
170197,02838109,1492022
170198,01846359,2355967
170199,06230932,2432136
170200,18539217,331992
170201,67821984,1131764
170202,05159822,1558945
170203,06230932,1181455
170204,92019399,404379
170205,67821984,2232122
170206,33828139,2870190
170207,06230932,2520353
170208,18539217,1000534
170209,01846359,-4582
170210,06230932,1293253
170211,06230932,2660309
170212,67821984,2140007
170213,06230932,868016
170214,01846359,1128079
170215,02838109,671691
170216,05159822,1272068
170217,18539217,-15433
170218,01846359,1617432
170219,18581928,646628
170220,33828139,-11372
170221,67821984,8927
170222,33828139,382892
170223,67821984,494436
170224,67821984,2631989
170225,18539217,2268151
170226,67821984,1803756
170227,05159822,1416029
170228,02838109,772704
170229,05159822,1670069
170230,18539217,2950557
170231,05159822,2396555
170232,33828139,2366426
170233,02838109,781159
170234,9831829,105480
170235,9831829,1428596
170236,18539217,688703
170237,06230932,2431539
170238,33828139,2457857
170239,33828139,2626853
170240,18539217,1353479
170241,18539217,1608307
170242,05159822,1883545
170243,01846359,107248
170244,02838109,609695
170245,9831829,2708580
170246,67821984,891250
170247,67821984,295347
170248,01846359,2480393
170249,05159822,396829
170250,18581928,2058773
170251,9831829,451939
170252,33828139,2713051
170253,9831829,1727879
170254,02838109,2894044
170255,02838109,2537480
170256,06230932,911733
170257,33828139,1333308
170258,67821984,709871
170259,33828139,1404578
170260,18539217,328185
170261,05159822,1936989
170262,92019399,2297006
170263,02838109,2043405
170264,33828139,184122
170265,06230932,2788882
170266,18539217,1736526
170267,02838109,1613061
170268,06230932,403315
170269,01846359,1400246
170270,18581928,1549966
170271,92019399,1536085
170272,9831829,1369754
170273,33828139,2350484
170274,9831829,2635222
170275,67821984,2333478
170276,67821984,2934086
170277,67821984,1319748
170278,01846359,2098064
170279,9831829,43249
170280,05159822,55441
170281,9831829,1288937
170282,02838109,1051332
170283,9831829,1730996
170284,92019399,1968854
170285,18581928,196257
170286,06230932,560604
170287,18581928,1417235
170288,92019399,272809
170289,18581928,482156
170290,9831829,43189
170291,01846359,2336404
170292,33828139,2478761
170293,92019399,570072
170294,02838109,1727437
170295,18539217,814359
170296,01846359,1323467
170297,18581928,775213
170298,18581928,2600252
170299,06230932,550608
170300,05159822,995360
170301,06230932,2077999
170302,67821984,1779852
170303,92019399,-15460
170304,18581928,1062601
170305,18539217,365405
170306,33828139,566808
170307,92019399,2786296
170308,18539217,427613
170309,33828139,935719
170310,01846359,1252963
170311,92019399,2126866
170312,01846359,1619232
170313,01846359,1546621
170314,06230932,2009494
170315,18581928,738863
170316,9831829,1997682
170317,02838109,2885284
170318,18539217,2249250
170319,02838109,2628597
170320,06230932,2097387
170321,92019399,985086
170322,05159822,1936298
170323,92019399,956189
170324,18581928,3625
170325,06230932,1087739
170326,33828139,1616716
170327,18581928,2967501
170328,02838109,761192
170329,02838109,217871
170330,92019399,501381
170331,33828139,1087817
170332,05159822,1733104
170333,9831829,2810525
170334,06230932,2805754
170335,92019399,2850529
170336,18539217,1421996
170337,92019399,863040
170338,92019399,2572559
170339,05159822,538745
170340,18539217,429991
170341,02838109,2765550
170342,18539217,1728590
170343,18539217,1356972
170344,33828139,1112562
170345,92019399,2006661
170346,05159822,1341421
170347,06230932,301717
170348,06230932,2138532
170349,05159822,20545
170350,9831829,2726857
170351,67821984,1397215
170352,92019399,658166
170353,18539217,2659658
170354,33828139,705527
170355,92019399,1766150
170356,05159822,1207107
170357,02838109,1180041
170358,05159822,498023
170359,05159822,913918
170360,67821984,1852651
170361,02838109,35298
170362,01846359,599379
170363,33828139,1863016
170364,05159822,2247889
170365,01846359,1603082
170366,06230932,1163474
170367,92019399,1632671
170368,06230932,1206240
170369,67821984,1993713
170370,01846359,2950876
170371,18539217,982941
170372,01846359,2542791
170373,18539217,2838946
170374,33828139,2608110
170375,67821984,2410667
170376,18581928,35399
170377,9831829,121457
170378,9831829,19098
170379,9831829,2089325
170380,18539217,2502977
170381,92019399,2367571
170382,33828139,2722766
170383,06230932,1329293
170384,18581928,243596
170385,05159822,1605526
170386,02838109,1169652
170387,06230932,357664
170388,02838109,1078809
170389,06230932,1369319
170390,9831829,2334258
170391,06230932,401402
170392,33828139,2379251
170393,33828139,580030
170394,06230932,2353026
170395,9831829,2289159
170396,33828139,729014
170397,05159822,58774
170398,02838109,842896
170399,06230932,15319
170400,06230932,981868
170401,01846359,2985812
170402,02838109,2534304
170403,67821984,-13773
170404,33828139,907700
170405,01846359,2733104
170406,67821984,2018663
170407,06230932,2627895
170408,02838109,1190028
170409,06230932,2380519
170410,67821984,2394887
170411,01846359,714663
170412,05159822,923430
170413,92019399,1683608
170414,33828139,1604052
170415,18539217,1571621
170416,01846359,1040441
170417,06230932,861603
170418,18581928,2693313
170419,01846359,2121840
170420,02838109,7338
170421,06230932,2607317
170422,33828139,1895519
170423,18539217,320321
170424,02838109,1629735
170425,18539217,717188
170426,33828139,2185408
170427,18581928,2984288
170428,01846359,1605175
170429,92019399,29145
170430,9831829,687269
170431,01846359,2340748
170432,33828139,1526322
170433,92019399,35127
170434,06230932,280362
170435,18539217,2143620
170436,92019399,1205040
170437,06230932,163478
170438,9831829,114061
170439,92019399,9412
170440,33828139,1645009
170441,92019399,225267
170442,02838109,453797
170443,9831829,403502
170444,01846359,2209015
170445,06230932,1000278
170446,05159822,853939
170447,18539217,224650
170448,9831829,2770608
170449,92019399,2037297
170450,01846359,813034
170451,02838109,2501571
170452,05159822,2005645
170453,06230932,1600056
170454,92019399,2137973
170455,92019399,612433
170456,06230932,2566909
170457,67821984,1745335
170458,05159822,2294699
170459,92019399,2063966
170460,67821984,2280944
170461,92019399,2184234
170462,33828139,1246890
170463,9831829,291251
170464,05159822,2964110
170465,67821984,702179
170466,01846359,926405
170467,06230932,2942807
170468,18581928,2085258
170469,67821984,154753
170470,06230932,387059
170471,18581928,1696104
170472,92019399,1825828
170473,9831829,696400
170474,33828139,1872083
170475,18539217,2731070
170476,9831829,1575996
170477,92019399,191918
170478,05159822,2154069
170479,05159822,657433
170480,06230932,2025019
170481,18539217,1339348
170482,18539217,2827172
170483,18581928,2063120
170484,67821984,801796
170485,06230932,1328412
170486,05159822,829987
170487,18539217,1698375
170488,67821984,245601
170489,18539217,2227030
170490,9831829,2216408
170491,67821984,384814
170492,18539217,2327242
170493,92019399,2226251
170494,9831829,551052
170495,01846359,562478
170496,05159822,518925
170497,9831829,2877158
170498,67821984,1475521
170499,06230932,1037529
170500,18581928,2498845
170501,9831829,355647
170502,01846359,1658620
170503,18539217,1365793
170504,02838109,349153
170505,18539217,2577147
170506,18581928,832087
170507,06230932,1700132
170508,05159822,1505388
170509,33828139,1208508
170510,33828139,304496
170511,67821984,2510169
170512,06230932,1243369
170513,02838109,1326176
170514,02838109,367521
170515,01846359,1659236
170516,9831829,2589543
170517,18581928,2046269
170518,02838109,864582
170519,18581928,1143075
170520,06230932,2920643
170521,06230932,1349177
170522,05159822,172498
170523,06230932,2004071
170524,9831829,1198763
170525,05159822,539744
170526,18539217,694615
170527,02838109,707338
170528,02838109,1660820
170529,18539217,1590905
170530,67821984,2243044
170531,92019399,1980719
170532,33828139,632680
170533,06230932,2027796
170534,06230932,2779811
170535,18581928,1009833
170536,18539217,159859
170537,18581928,1185355
170538,05159822,1077313
170539,92019399,2344777
170540,18581928,2985557
170541,18539217,1083889
170542,06230932,2032986
170543,01846359,1373064
170544,06230932,1266720
170545,02838109,1311495
170546,18581928,2131124
170547,92019399,1949081
170548,18539217,37894
170549,05159822,839164
170550,92019399,939597
170551,05159822,48335
170552,18539217,1721606
170553,06230932,1179054
170554,67821984,493311
170555,33828139,2501298
170556,92019399,2711429
170557,02838109,2179147
170558,06230932,723853
170559,9831829,924414
170560,92019399,283228
170561,67821984,2403676
170562,02838109,2392637
170563,33828139,2873907
170564,92019399,2550649
170565,9831829,234033
170566,9831829,518170
170567,9831829,2021298
170568,18539217,1886821
170569,06230932,990714
170570,02838109,2384558
170571,18539217,1679476
170572,01846359,163272
170573,92019399,2279323
170574,18539217,927537
170575,05159822,1681550
170576,18539217,2390107
170577,9831829,897267
170578,9831829,2834176
170579,06230932,80010
170580,18539217,-12986
170581,18539217,1347321
170582,05159822,1808833
170583,05159822,166846
170584,33828139,1442081
170585,02838109,2930063
170586,18539217,229207
170587,01846359,2100333
170588,06230932,208047
170589,33828139,708535
170590,05159822,1902642
170591,05159822,2630893
170592,01846359,1691463
170593,18581928,1108983
170594,06230932,1548820
170595,18539217,2638255
170596,18539217,298052
170597,05159822,2881072
170598,18581928,8596
170599,92019399,916726
170600,33828139,1771787
170601,06230932,824739
170602,67821984,2364182
170603,18539217,1511167
170604,02838109,1607072
170605,01846359,1494860
170606,06230932,1002003
170607,06230932,667173
170608,05159822,382336
170609,18581928,1589914
170610,33828139,2221815
170611,18539217,2486585
170612,05159822,952173
170613,67821984,1073043
170614,05159822,1223116
170615,06230932,2391595
170616,06230932,215702
170617,18539217,1576155
170618,67821984,869989
170619,92019399,2032907
170620,18581928,2866402
170621,01846359,58136
170622,9831829,281040
170623,05159822,1352257
170624,92019399,1888338
170625,67821984,692828
170626,33828139,2578089
170627,18539217,285989
170628,05159822,1112255
170629,18581928,335027
170630,33828139,1126016
170631,67821984,825572
170632,18581928,2492879
170633,18539217,101983
170634,01846359,1641286
170635,18581928,2283756
170636,18581928,2717894
170637,67821984,741095
170638,9831829,1285064
170639,05159822,1348792
170640,18539217,1403993
170641,02838109,1125153
170642,02838109,2297868
170643,06230932,60759
170644,05159822,870473
170645,33828139,2367194
170646,06230932,610651
170647,67821984,1850751
170648,33828139,2428838
170649,05159822,1055694
170650,33828139,2494904
170651,18581928,1177775
170652,18581928,1610942
170653,06230932,2084880
170654,18581928,635401
170655,9831829,2206075
170656,06230932,554352
170657,67821984,943933
170658,02838109,898938
170659,18539217,2011387
170660,67821984,920465
170661,01846359,2596844
170662,01846359,1628477
170663,18539217,2502730
170664,02838109,2613565
170665,33828139,1256374
170666,02838109,1865197
170667,02838109,664798
170668,9831829,2430444
170669,05159822,1617123
170670,18581928,592903
170671,05159822,1314797
170672,18539217,1439354
170673,02838109,2820852
170674,01846359,1789445
170675,05159822,1044345
170676,18539217,2296428
170677,33828139,2506281
170678,05159822,2402930
170679,18581928,1144171
170680,18539217,2990635
170681,18581928,2340010
170682,33828139,466007
170683,01846359,409929
170684,18581928,2261536
170685,05159822,309180
170686,9831829,1435506
170687,9831829,1984246
170688,9831829,365734
170689,02838109,1602037
170690,18581928,393383
170691,67821984,131267
170692,01846359,701056
170693,67821984,2212883
170694,67821984,2488909
170695,18539217,344278
170696,02838109,135003
170697,18539217,2860559
170698,06230932,2710120
170699,18539217,176647
170700,06230932,1700215
170701,33828139,2562593
170702,01846359,720380
170703,92019399,2824256
170704,18539217,2564727
170705,92019399,2138091
170706,18581928,2137710
170707,18539217,74507
170708,06230932,1356283
170709,02838109,1197209
170710,18539217,27665
170711,9831829,2334303
170712,33828139,2857577
170713,06230932,2416290
170714,9831829,2711139
170715,05159822,2491656
170716,18581928,711935
170717,92019399,91075
170718,05159822,1808072
170719,02838109,397622
170720,18539217,1508274
170721,02838109,2013033
170722,01846359,2762536
170723,9831829,2328693
170724,01846359,1294099
170725,06230932,1500501
170726,06230932,1264808
170727,01846359,765862
170728,18539217,950929
170729,18581928,75535
170730,9831829,1373236
170731,18539217,1720663
170732,01846359,989055
170733,02838109,581735
170734,18581928,1689604
170735,02838109,1543943
170736,18539217,1726678
170737,01846359,1513048
170738,05159822,1178154
170739,67821984,1841621
170740,18581928,194468
170741,92019399,1657980
170742,18581928,737392
170743,33828139,2294403
170744,18581928,2818215
170745,18539217,668628
170746,06230932,1362183
170747,05159822,1435255
170748,01846359,123793
170749,02838109,1901794
170750,92019399,601644
170751,18539217,2600755
170752,92019399,441052
170753,92019399,135183
170754,92019399,2858539
170755,18581928,1671672
170756,33828139,615559
170757,05159822,1226801
170758,06230932,358006
170759,67821984,1827233
170760,67821984,641359
170761,67821984,2016618
170762,05159822,1134372
170763,06230932,1315133
170764,9831829,2636261
170765,05159822,1583029
170766,06230932,1667579
170767,02838109,1301017
170768,06230932,649510
170769,9831829,2049505
170770,02838109,224978
170771,92019399,1809368
170772,05159822,2756135
170773,05159822,28993
170774,33828139,924414
170775,01846359,2885180
170776,02838109,1166581
170777,02838109,860884
170778,18539217,1396226
170779,9831829,1444475
170780,92019399,605832
170781,02838109,1250361
170782,33828139,2619593
170783,67821984,2338577
170784,02838109,743217
170785,01846359,658838
170786,92019399,2525118
170787,18539217,2629373
170788,05159822,2201385
170789,05159822,2990162
170790,18581928,629935
170791,06230932,1292346
170792,67821984,1531483
170793,05159822,2284984
170794,06230932,475487
170795,33828139,504312
170796,92019399,2396527
170797,33828139,2497514
170798,9831829,1948291
170799,92019399,400893
170800,92019399,2150858
170801,67821984,405001
170802,18581928,273595
170803,33828139,2205851
170804,02838109,2108176
170805,05159822,2545877
170806,9831829,520654
170807,33828139,108985
170808,05159822,1409512
170809,05159822,2074182
170810,06230932,435365
170811,06230932,1627092
170812,01846359,918045
170813,02838109,2349727
170814,18539217,906959
170815,33828139,1616850
170816,01846359,1982953
170817,33828139,260639
170818,67821984,1247574
170819,02838109,1826946
170820,06230932,2292497
170821,67821984,2690473
170822,92019399,15256
170823,67821984,360035
170824,05159822,1410730
170825,9831829,1744971
170826,92019399,1117095
170827,01846359,2660227
170828,01846359,2437884
170829,18539217,2298807
170830,06230932,100642
170831,18581928,897067
170832,05159822,443886
170833,06230932,2130186
170834,92019399,1879462
170835,01846359,419802
170836,02838109,2045659
170837,18539217,2749832
170838,92019399,250299
170839,9831829,985408
170840,02838109,1790182
170841,01846359,588672
170842,9831829,1701857
170843,02838109,1080691
170844,01846359,541200
170845,18581928,1991639
170846,05159822,2295693
170847,05159822,1021839
170848,9831829,2199023
170849,18539217,40022
170850,18581928,1502131
170851,02838109,695178
170852,33828139,80142
170853,05159822,1167053
170854,02838109,575571
170855,67821984,521446
170856,92019399,1704609
170857,01846359,1292623
170858,05159822,654701
170859,18539217,1998338
170860,18581928,1955693
170861,92019399,220136
170862,06230932,149967
170863,01846359,1657230
170864,67821984,269160
170865,02838109,2999425
170866,9831829,494395
170867,18539217,246332
170868,02838109,1807811
170869,01846359,2056823
170870,67821984,131981
170871,9831829,439739
170872,06230932,2571883
170873,33828139,1889899
170874,92019399,2322947
170875,92019399,1163466
170876,9831829,74655
170877,9831829,2997494
170878,18581928,1354483
170879,9831829,772612
170880,06230932,686143
170881,05159822,1920785
170882,18539217,2377276
170883,67821984,-3675
170884,18539217,2201349
170885,01846359,575883
170886,05159822,2834485
170887,18581928,2553101
170888,05159822,1875236
170889,9831829,1491984
170890,06230932,2350029
170891,92019399,2560642
170892,18539217,2142109
170893,06230932,1601427
170894,01846359,1257935
170895,67821984,-16355
170896,02838109,2222023
170897,02838109,1804868
170898,02838109,1776253
170899,18539217,1559275
170900,01846359,722530
170901,33828139,2016641
170902,06230932,1617743
170903,06230932,1817223
170904,18539217,1167573
170905,18581928,2909796
170906,18581928,2420383
170907,92019399,2875658
170908,02838109,2147641
170909,92019399,1101811
170910,18539217,1577709
170911,9831829,2088329
170912,18581928,2242414
170913,67821984,578689
170914,92019399,1484871
170915,05159822,2354529
170916,05159822,290749
170917,01846359,2248417
170918,18581928,1006507
170919,92019399,2220760
170920,67821984,183391
170921,33828139,1326069
170922,9831829,1599330
170923,18581928,2442727
170924,05159822,1539514
170925,9831829,2427626
170926,05159822,1327360
170927,67821984,1365033
170928,92019399,1748130
170929,18539217,2256008
170930,02838109,1579741
170931,18539217,462811
170932,02838109,2914065
170933,33828139,757956
170934,05159822,562916
170935,18581928,93877
170936,01846359,1272659
170937,18539217,1367425
170938,33828139,485533
170939,06230932,1068842
170940,01846359,925313
170941,02838109,2670596
170942,67821984,831051
170943,33828139,345961
170944,06230932,1020705
170945,18581928,1219671
170946,33828139,2070670
170947,02838109,468132
170948,06230932,1707210
170949,33828139,2249228
170950,33828139,2874508
170951,9831829,2557733
170952,01846359,301564
170953,9831829,128564
170954,33828139,1112805
170955,92019399,87767
170956,18581928,1245763
170957,33828139,1536653
170958,92019399,863036
170959,92019399,1054170
170960,67821984,735749
170961,02838109,94069
170962,67821984,753726
170963,01846359,126776
170964,9831829,1515942
170965,92019399,1809953
170966,9831829,1014090
170967,9831829,2953289
170968,33828139,2817033
170969,33828139,400277
170970,01846359,1158467
170971,01846359,1456139
170972,92019399,782307
170973,02838109,615137
170974,06230932,1765188
170975,9831829,1968357
170976,06230932,2754605
170977,18581928,395279
170978,9831829,68836
170979,06230932,799067
170980,33828139,2316412
170981,18581928,1305985
170982,9831829,1552108
170983,02838109,895369
170984,18581928,966268
170985,18539217,186081
170986,01846359,1229310
170987,06230932,2641420
170988,9831829,1092923
170989,33828139,321224
170990,05159822,528382
170991,33828139,577378
170992,05159822,2948867
170993,33828139,2024043
170994,02838109,1534335
170995,06230932,2261498
170996,18581928,982821
170997,92019399,522043
170998,02838109,2110061
170999,9831829,2036322
171000,06230932,2157637
171001,9831829,2628949
171002,33828139,1565707
171003,01846359,1455157
171004,01846359,462530
171005,33828139,6350
171006,01846359,544348
171007,18539217,2838580
171008,33828139,2710863
171009,02838109,994160
171010,02838109,2877366
171011,02838109,2868847
171012,18581928,794925
171013,02838109,2514320
171014,01846359,344739
171015,05159822,2240478
171016,18539217,2772953
171017,18581928,2709358
171018,18581928,1459298
171019,33828139,819578
171020,06230932,1071695
171021,18581928,204793
171022,18539217,570230
171023,67821984,1913150
171024,02838109,2720068
171025,33828139,283938
171026,92019399,2453022
171027,05159822,450281
171028,92019399,1390084
171029,02838109,923504
171030,9831829,2186869
171031,67821984,1532228
171032,33828139,1614887
171033,92019399,2893558
171034,02838109,987262
171035,06230932,633118
171036,18581928,1637937
171037,01846359,1421024
171038,18581928,2089933
171039,05159822,814806
171040,92019399,1068644
171041,33828139,1972413
171042,01846359,1649814
171043,05159822,2910779
171044,18581928,1614758
171045,01846359,2274708
171046,18581928,2362811
171047,02838109,2734732
171048,18581928,1547626
171049,06230932,559194
171050,9831829,1918486
171051,9831829,1767459
171052,06230932,2095942
171053,02838109,2504318
171054,92019399,-15913
171055,18581928,2137218
171056,33828139,2385174
171057,18581928,2400518
171058,18581928,1078578
171059,02838109,1800423
171060,02838109,1233027
171061,06230932,198991
171062,05159822,2750298
171063,18539217,2598911
171064,18581928,1845157
171065,05159822,2673865
171066,05159822,674904
171067,05159822,1170324
171068,01846359,574380
171069,06230932,504365
171070,33828139,2079706
171071,18581928,1192923
171072,9831829,1424234
171073,05159822,2137030
171074,05159822,1103515
171075,33828139,687345
171076,92019399,2984864
171077,06230932,150755
171078,02838109,1321502
171079,18581928,360505
171080,67821984,2522940
171081,05159822,296170
171082,01846359,2018149
171083,01846359,1086682
171084,02838109,849144
171085,01846359,2316608
171086,67821984,2873731
171087,33828139,2839415
171088,18581928,62504
171089,18539217,1766730
171090,9831829,1281255
171091,06230932,1631091
171092,67821984,594215
171093,67821984,785146
171094,33828139,2734766
171095,18581928,1961419
171096,05159822,335327
171097,18581928,1760888
171098,9831829,2347326
171099,06230932,1466874
171100,18581928,2762297
171101,01846359,1356324
171102,06230932,1045518
171103,92019399,1819276
171104,02838109,2450074
171105,02838109,54126
171106,02838109,2548608
171107,06230932,946802
171108,06230932,561041
171109,01846359,1669066
171110,33828139,606422
171111,92019399,2246638
171112,18539217,2986798
171113,18581928,2916347
171114,01846359,2021481
171115,9831829,697306
171116,02838109,898459
171117,9831829,870862
171118,05159822,303205
171119,05159822,2040563
171120,05159822,1098024
171121,06230932,2077494
171122,9831829,470912
171123,18581928,2273425
171124,05159822,2857439
171125,05159822,1082402
171126,18581928,1834643
171127,06230932,1011958
171128,02838109,2745621
171129,9831829,839911
171130,67821984,335574
171131,06230932,2504853
171132,02838109,1141140
171133,18539217,2924141
171134,02838109,752742
171135,05159822,2817329
171136,9831829,1430595
171137,33828139,794191
171138,33828139,1520403
171139,92019399,1223132
171140,9831829,812031
171141,01846359,726521
171142,06230932,2645588
171143,9831829,670438
171144,33828139,2094163
171145,33828139,1843937
171146,02838109,1324874
171147,92019399,2870316
171148,18581928,145328
171149,05159822,516198
171150,92019399,2990448
171151,9831829,2502734
171152,02838109,27253
171153,01846359,2068193
171154,06230932,583394
171155,67821984,2281852
171156,05159822,2774044
171157,18539217,1262250
171158,05159822,2284324
171159,02838109,80671
171160,01846359,1732874
171161,01846359,1295743
171162,05159822,1086962
171163,67821984,2469418
171164,01846359,2221800
171165,18581928,2674341
171166,33828139,1244891
171167,18581928,314899
171168,33828139,98060
171169,18581928,677980
171170,02838109,327305
171171,05159822,2218773
171172,67821984,1057496
171173,02838109,2097167
171174,92019399,2052754
171175,18539217,1163466
171176,18581928,840497
171177,67821984,575355
171178,01846359,2086882
171179,02838109,2155014
171180,9831829,650328
171181,06230932,2810403
171182,06230932,1365661
171183,18581928,2675245
171184,01846359,1496118
171185,01846359,2526523
171186,05159822,2570573
171187,67821984,1414182
171188,33828139,2771735
171189,18539217,858388
171190,02838109,474034
171191,33828139,2239249
171192,92019399,-1081
171193,02838109,444402
171194,9831829,2337898
171195,9831829,2818861
171196,06230932,896518
171197,06230932,1495904
171198,67821984,324259
171199,18581928,2760391
171200,01846359,1954340
171201,01846359,2373310
171202,67821984,1939240
171203,01846359,1209082
171204,01846359,471931
171205,06230932,2849792
171206,33828139,2749244
171207,05159822,2845149
171208,67821984,2486849
171209,06230932,1741862
171210,18581928,2469261
171211,02838109,2894826
171212,9831829,852009
171213,9831829,1581278
171214,01846359,1135107
171215,67821984,2485510
171216,9831829,1697155
171217,01846359,1759779
171218,01846359,2034268
171219,18539217,284321
171220,18539217,2253475
171221,02838109,1438266
171222,33828139,2356863
171223,18539217,2208272
171224,06230932,1040183
171225,92019399,3648
171226,33828139,2238555
171227,9831829,2997003
171228,92019399,2198557
171229,67821984,1154385
171230,01846359,1835293
171231,9831829,2190779
171232,02838109,1868946
171233,9831829,1024168
171234,18581928,1489806
171235,33828139,97332
171236,01846359,312881
171237,9831829,397089
171238,92019399,308627
171239,02838109,634969
171240,67821984,2579548
171241,06230932,2283100
171242,06230932,2119642
171243,01846359,124651
171244,05159822,1932740
171245,18581928,1129691
171246,67821984,2890540
171247,05159822,1449962
171248,67821984,2799328
171249,18539217,1668987
171250,18581928,-15018
171251,92019399,1974455
171252,92019399,1439092
171253,06230932,2635428
171254,06230932,1789738
171255,01846359,2279501
171256,67821984,899497
171257,9831829,1594885
171258,9831829,2785792
171259,92019399,904108
171260,18539217,644429
171261,92019399,1317389
171262,9831829,285949
171263,05159822,767370
171264,01846359,1401756
171265,18539217,2013972
171266,33828139,777733
171267,67821984,296151
171268,9831829,1403694
171269,18581928,2332147
171270,18581928,372615
171271,33828139,321337
171272,06230932,1284323
171273,67821984,2562051
171274,18581928,554468
171275,18581928,1578725
171276,67821984,718478
171277,02838109,1633876
171278,67821984,1990913
171279,33828139,559441
171280,18539217,1885032
171281,06230932,1602991
171282,02838109,2983721
171283,33828139,1524121
171284,18539217,66056
171285,18581928,2837352
171286,06230932,2961247
171287,67821984,556686
171288,92019399,1646190
171289,06230932,2147516
171290,01846359,1310758
171291,33828139,1665797
171292,06230932,595500
171293,18581928,2321483
171294,67821984,624545
171295,02838109,2790142
171296,05159822,1881643
171297,9831829,2637022
171298,01846359,774538
171299,18581928,2854579
171300,67821984,136186
171301,33828139,2059404
171302,9831829,1677586
171303,67821984,1998302
171304,06230932,2183766
